Year,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Break_Out,Break_Out_Category,GeoLocation,ClassID,TopicID,QuestionID,ResponseID,LocationID,BreakOutID,BreakOutCategoryID,Data_Value_Category,Data_Value_Category_ID
2016,FL,Florida,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,97.5,97.5,,,,,,Total,Type of Supervision,"(28.932040377, -81.928960539)",SYNOP,STAFF,STAFF2_1,,12,BO16,BOC5,>=10,CAT9
2016,KS,Kansas,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,Yes,10001,,,,,,For older adults,Type of Program,"(38.3477403, -98.200781227)",SYNOP,PROG,PROG4_3,,20,BO20,BOC3,Yes,CAT10001
2014,FL,Florida,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(28.932040377, -81.928960539)",SYNOP,LEAD,LEAD1_5,,12,BO3,BOC1,Yes,CAT10001
2012,TN,Tennessee,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,,88888,NR,Not Reported,,,,Directly supervised by state health agency staff,Type of Supervision,"(35.68094058, -85.774490914)",SYNOP,STAFF,STAFF2_1,,47,BO17,BOC5,Not Reported,CAT88888
2014,AL,Alabama,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,4,4,,,,,,Total,Type of Supervision,"(32.840571122, -86.631860762)",SYNOP,STAFF,STAFF2_1,,01,BO16,BOC5,>1 to <5,CAT6
2018,RI,Rhode Island,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(41.708280193, -71.522470314)",SYNOP,LEAD,LEAD1_5,,44,BO5,BOC1,Yes,CAT10001
2011,RI,Rhode Island,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(41.708280193, -71.522470314)",SYNOP,LEAD,LEAD1_1,,44,,,Yes,CAT10001
2020,WA,Washington,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(47.52227862900048, -120.47001078999972)",SYNOP,POL,POL3_1,,53,,,No,CAT10002
2019,CO,Colorado,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,Yes,10001,,,,,,,,"(38.843840757000464, -106.13361092099967)",SYNOP,LEAD,LEAD1_6,,08,,,Yes,CAT10001
2012,OK,Oklahoma,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Dental screening programs,Type of Program,"(35.472031356, -97.521070214)",SYNOP,PROG,PROG4_1,,40,BO11,BOC3,No,CAT10002
2011,MN,Minnesota,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(46.355648736, -94.794200503)",SYNOP,LEAD,LEAD1_5,,27,BO5,BOC1,Yes,CAT10001
2018,DC,District of Columbia,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,Total,Type of health agency,"(38.890371385, -77.031961127)",SYNOP,LEAD,LEAD1_7,,11,BO6,BOC2,1-4,CAT5
2015,TN,Tennessee,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For state dental director,Requirement,"(35.68094058, -85.774490914)",SYNOP,LEAD,LEAD1_4,,47,BO2,BOC1,No,CAT10002
2022,WI,Wisconsin,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(44.39319117400049, -89.81637074199966)",SYNOP,PROG,PROG4_1,,55,BO13,BOC3,Yes,CAT10001
2020,IN,Indiana,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,Yes,10001,,,,,,,,"(39.766910452000445, -86.14996019399968)",SYNOP,LEAD,LEAD1_6,,18,,,Yes,CAT10001
2014,IA,Iowa,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,No,10002,,,,,,System for referring children with cleft lips/cleft palates to rehabilitative teams,Type of System,"(42.469400913, -93.816490556)",SYNOP,PROG,PROG4_4,,19,BO15,BOC4,No,CAT10002
2011,HI,Hawaii,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional,Type of health agency,"(21.304850435, -157.857749403)",SYNOP,LEAD,LEAD1_7,,15,BO8,BOC2,1-4,CAT5
2016,TN,Tennessee,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,Yes,10001,,,,,,For state dental director,Requirement,"(35.68094058, -85.774490914)",SYNOP,LEAD,LEAD1_4,,47,BO2,BOC1,Yes,CAT10001
2019,NE,Nebraska,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,No,10002,,,,,,,,"(41.6410409880005, -99.36572062299967)",SYNOP,PROG,PROG4_2,,31,,,No,CAT10002
2018,LA,Louisiana,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,0,0,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(31.312660644, -92.445680071)",SYNOP,LEAD,LEAD1_7,,22,BO9,BOC2,0,CAT1
2016,WI,Wisconsin,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,< 1,10008,,,,,,,,"(44.393191174, -89.816370742)",SYNOP,LEAD,LEAD1_2,,55,,,<1,CAT2
2018,OR,Oregon,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health experience,Requirement,"(44.567449424, -120.155031326)",SYNOP,LEAD,LEAD1_5,,41,BO3,BOC1,No,CAT10002
2016,AZ,Arizona,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(34.86597028, -111.763811277)",SYNOP,PROG,PROG4_1,,04,BO13,BOC3,Yes,CAT10001
2013,KS,Kansas,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,School-based or school-linked sealant programs,Type of Program,"(38.3477403, -98.200781227)",SYNOP,PROG,PROG4_1,,20,BO10,BOC3,Yes,CAT10001
2011,NV,Nevada,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program,Type of health agency,"(39.49324039, -117.071840564)",SYNOP,LEAD,LEAD1_7,,32,BO7,BOC2,1-4,CAT5
2014,IN,Indiana,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(39.766910452, -86.149960194)",SYNOP,PROG,PROG4_4,,18,BO14,BOC4,Yes,CAT10001
2020,CA,California,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,School-based or school-linked sealant programs,Type of Program,"(37.63864012300047, -120.99999953799971)",SYNOP,PROG,PROG4_1,,06,BO10,BOC3,Yes,CAT10001
2015,NH,New Hampshire,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(43.655950113, -71.50036092)",SYNOP,PROG,PROG4_4,,33,BO14,BOC4,Yes,CAT10001
2012,OK,Oklahoma,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(35.472031356, -97.521070214)",SYNOP,PROG,PROG4_4,,40,BO14,BOC4,Yes,CAT10001
2013,CA,California,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,,99999,NA,Question not asked,,,,Public health degree,Requirement,"(37.638640123, -120.999999538)",SYNOP,LEAD,LEAD1_5,,06,BO4,BOC1,Not Asked,CAT99999
2015,CT,Connecticut,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(41.56266102, -72.649840952)",SYNOP,LEAD,LEAD1_5,,09,BO5,BOC1,Yes,CAT10001
2020,IA,Iowa,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,Yes,10001,,,,,,For state dental director,Requirement,"(42.46940091300047, -93.81649055599968)",SYNOP,LEAD,LEAD1_4,,19,BO2,BOC1,Yes,CAT10001
2016,OK,Oklahoma,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(35.472031356, -97.521070214)",SYNOP,LEAD,LEAD1_5,,40,BO3,BOC1,Yes,CAT10001
2018,OR,Oregon,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For pregnant women,Type of Program,"(44.567449424, -120.155031326)",SYNOP,PROG,PROG4_3,,41,BO19,BOC3,No,CAT10002
2020,ME,Maine,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(45.254228894000505, -68.98503133599962)",SYNOP,LEAD,LEAD1_5,,23,BO3,BOC1,Yes,CAT10001
2019,MT,Montana,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(47.06652897200047, -109.42442064499971)",SYNOP,LEAD,LEAD1_5,,30,BO3,BOC1,Yes,CAT10001
2014,SD,South Dakota,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,,99999,NA,Question not asked,,,,,,"(44.353130053, -100.373530637)",SYNOP,POL,POL3_1,,46,,,Not Asked,CAT99999
2012,IN,Indiana,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(39.766910452, -86.149960194)",SYNOP,LEAD,LEAD1_5,,18,BO3,BOC1,Yes,CAT10001
2017,LA,Louisiana,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Civil Service,10005,,,,,,,,"(31.312660644, -92.445680071)",SYNOP,LEAD,LEAD1_3,,22,,,Civil Service,CAT10005
2017,AZ,Arizona,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,Yes,10001,,,,,,For oral health program,Requirement,"(34.86597028, -111.763811277)",SYNOP,LEAD,LEAD1_4,,04,BO1,BOC1,Yes,CAT10001
2014,NY,New York,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health experience,Requirement,"(42.827001032, -75.543970427)",SYNOP,LEAD,LEAD1_5,,36,BO3,BOC1,No,CAT10002
2022,VA,Virginia,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,28,28,,,,,,Total,Type of Supervision,"(37.54268067400045, -78.45789046299967)",SYNOP,STAFF,STAFF2_1,,51,BO16,BOC5,>=10,CAT9
2017,MD,Maryland,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,Yes,10001,,,,,,For pregnant women,Type of Program,"(39.290580964, -76.609260111)",SYNOP,PROG,PROG4_3,,24,BO19,BOC3,Yes,CAT10001
2019,VA,Virginia,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For oral health program,Requirement,"(37.54268067400045, -78.45789046299967)",SYNOP,LEAD,LEAD1_4,,51,BO1,BOC1,No,CAT10002
2013,LA,Louisiana,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional,Type of health agency,"(31.312660644, -92.445680071)",SYNOP,LEAD,LEAD1_7,,22,BO8,BOC2,1-4,CAT5
2019,WY,Wyoming,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,,88888,NR,Not Reported,,,,For older adults,Type of Program,"(43.23554134300048, -108.10983035299967)",SYNOP,PROG,PROG4_3,,56,BO20,BOC3,Not Reported,CAT88888
2011,NM,New Mexico,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,,99999,NA,Question not asked,,,,Public health degree,Requirement,"(34.520880952, -106.240580985)",SYNOP,LEAD,LEAD1_5,,35,BO4,BOC1,Not Asked,CAT99999
2014,ME,Maine,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,Yes,10001,,,,,,For oral health program,Requirement,"(45.254228894001, -68.985031336)",SYNOP,LEAD,LEAD1_4,,23,BO1,BOC1,Yes,CAT10001
2019,AR,Arkansas,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health experience,Requirement,"(34.74865012400045, -92.27449074299966)",SYNOP,LEAD,LEAD1_5,,05,BO3,BOC1,No,CAT10002
2015,AZ,Arizona,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(34.86597028, -111.763811277)",SYNOP,LEAD,LEAD1_1,,04,,,Yes,CAT10001
2017,ND,North Dakota,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(47.475319779, -100.118421049)",SYNOP,LEAD,LEAD1_5,,38,BO5,BOC1,Yes,CAT10001
2021,WY,Wyoming,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,,88888,NR,Not Reported,,,,For pregnant women,Type of Program,"(43.23554134300048, -108.10983035299967)",SYNOP,PROG,PROG4_3,,56,BO19,BOC3,Not Reported,CAT88888
2014,CA,California,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,Yes,10001,,,,,,For state dental director,Requirement,"(37.638640123, -120.999999538)",SYNOP,LEAD,LEAD1_4,,06,BO2,BOC1,Yes,CAT10001
2016,WA,Washington,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For older adults,Type of Program,"(47.522278629, -120.47001079)",SYNOP,PROG,PROG4_3,,53,BO20,BOC3,No,CAT10002
2022,OR,Oregon,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For older adults,Type of Program,"(44.56744942400047, -120.15503132599969)",SYNOP,PROG,PROG4_3,,41,BO20,BOC3,No,CAT10002
2012,SC,South Carolina,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,No,10002,,,,,,,,"(33.998821303, -81.045371207)",SYNOP,PROG,PROG4_2,,45,,,No,CAT10002
2011,AZ,Arizona,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,,99999,NA,Question not asked,,,,Public health degree,Requirement,"(34.86597028, -111.763811277)",SYNOP,LEAD,LEAD1_5,,04,BO4,BOC1,Not Asked,CAT99999
2016,NC,North Carolina,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Civil Service,10005,,,,,,,,"(35.466220975, -79.159250463)",SYNOP,LEAD,LEAD1_3,,37,,,Civil Service,CAT10005
2019,RI,Rhode Island,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For state dental director,Requirement,"(41.70828019300046, -71.52247031399963)",SYNOP,LEAD,LEAD1_4,,44,BO2,BOC1,No,CAT10002
2020,NJ,New Jersey,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For older adults,Type of Program,"(40.13057004800049, -74.27369128799967)",SYNOP,PROG,PROG4_3,,34,BO20,BOC3,No,CAT10002
2017,DC,District of Columbia,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,System for referring children with cleft lips/cleft palates to rehabilitative teams,Type of System,"(38.890371385, -77.031961127)",SYNOP,PROG,PROG4_4,,11,BO15,BOC4,Yes,CAT10001
2017,GA,Georgia,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,Yes,10001,,,,,,,,"(32.839681093, -83.627580346)",SYNOP,POL,POL3_1,,13,,,Yes,CAT10001
2019,MS,Mississippi,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(32.745510099000455, -89.53803082499968)",SYNOP,POL,POL3_1,,28,,,No,CAT10002
2012,UT,Utah,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,,99999,NA,Question not asked,,,,,,"(39.360700171, -111.587130635)",SYNOP,LEAD,LEAD1_6,,49,,,Not Asked,CAT99999
2015,FL,Florida,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,Yes,10001,,,,,,For pregnant women,Type of Program,"(28.932040377, -81.928960539)",SYNOP,PROG,PROG4_3,,12,BO19,BOC3,Yes,CAT10001
2017,ND,North Dakota,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,Yes,10001,,,,,,For older adults,Type of Program,"(47.475319779, -100.118421049)",SYNOP,PROG,PROG4_3,,38,BO20,BOC3,Yes,CAT10001
2012,VT,Vermont,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,5,5,,,,,,Total,Type of Supervision,"(43.625381239, -72.517640791)",SYNOP,STAFF,STAFF2_1,,50,BO16,BOC5,>=5 to <10,CAT8
2015,VT,Vermont,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(43.625381239, -72.517640791)",SYNOP,POL,POL3_1,,50,,,No,CAT10002
2020,NM,New Mexico,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,7.5,7.5,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(34.52088095200048, -106.24058098499967)",SYNOP,STAFF,STAFF2_1,,35,BO17,BOC5,>=5 to <10,CAT8
2021,CA,California,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For older adults,Type of Program,"(37.63864012300047, -120.99999953799971)",SYNOP,PROG,PROG4_3,,06,BO20,BOC3,No,CAT10002
2015,IL,Illinois,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,System for referring children with cleft lips/cleft palates to rehabilitative teams,Type of System,"(40.485010283, -88.997710178)",SYNOP,PROG,PROG4_4,,17,BO15,BOC4,Yes,CAT10001
2020,ID,Idaho,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,6,6,,,,,,,,"(43.682630005000476, -114.3637300419997)",SYNOP,LEAD,LEAD1_2,,16,,,5-9,CAT7
2021,IA,Iowa,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,Yes,10001,,,,,,For oral health program,Requirement,"(42.46940091300047, -93.81649055599968)",SYNOP,LEAD,LEAD1_4,,19,BO1,BOC1,Yes,CAT10001
2015,ME,Maine,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,Total,Type of health agency,"(45.254228894001, -68.985031336)",SYNOP,LEAD,LEAD1_7,,23,BO6,BOC2,1-4,CAT5
2014,NC,North Carolina,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,3,3,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(35.466220975, -79.159250463)",SYNOP,LEAD,LEAD1_7,,37,BO9,BOC2,1-4,CAT5
2015,NC,North Carolina,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(35.466220975, -79.159250463)",SYNOP,STAFF,STAFF2_1,,37,BO18,BOC5,0,CAT1
2022,VT,Vermont,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,7,7,,,,,,,,"(43.62538123900049, -72.51764079099962)",SYNOP,LEAD,LEAD1_2,,50,,,5-9,CAT7
2017,IL,Illinois,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Dental screening programs,Type of Program,"(40.485010283, -88.997710178)",SYNOP,PROG,PROG4_1,,17,BO11,BOC3,Yes,CAT10001
2020,ND,North Dakota,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(47.47531977900047, -100.11842104899966)",SYNOP,POL,POL3_1,,38,,,No,CAT10002
2016,SC,South Carolina,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,Yes,10001,,,,,,,,"(33.998821303, -81.045371207)",SYNOP,LEAD,LEAD1_6,,45,,,Yes,CAT10001
2021,GA,Georgia,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,5.5,5.5,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(32.83968109300048, -83.62758034599966)",SYNOP,STAFF,STAFF2_1,,13,BO17,BOC5,>=5 to <10,CAT8
2011,VT,Vermont,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For pregnant women,Type of Program,"(43.625381239, -72.517640791)",SYNOP,PROG,PROG4_3,,50,BO19,BOC3,No,CAT10002
2011,CA,California,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(37.638640123, -120.999999538)",SYNOP,STAFF,STAFF2_1,,06,BO18,BOC5,0,CAT1
2019,AR,Arkansas,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,Yes,10001,,,,,,For oral health program,Requirement,"(34.74865012400045, -92.27449074299966)",SYNOP,LEAD,LEAD1_4,,05,BO1,BOC1,Yes,CAT10001
2015,TN,Tennessee,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,6,6,,,,,,With a dental program directed by a dental professional,Type of health agency,"(35.68094058, -85.774490914)",SYNOP,LEAD,LEAD1_7,,47,BO8,BOC2,5-9,CAT7
2020,TN,Tennessee,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(35.68094058000048, -85.77449091399967)",SYNOP,LEAD,LEAD1_1,,47,,,Yes,CAT10001
2015,IL,Illinois,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Dental screening programs,Type of Program,"(40.485010283, -88.997710178)",SYNOP,PROG,PROG4_1,,17,BO11,BOC3,Yes,CAT10001
2018,NJ,New Jersey,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,School-based or school-linked sealant programs,Type of Program,"(40.130570048, -74.273691288)",SYNOP,PROG,PROG4_1,,34,BO10,BOC3,No,CAT10002
2012,VA,Virginia,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(37.542680674, -78.457890463)",SYNOP,LEAD,LEAD1_7,,51,BO9,BOC2,1-4,CAT5
2013,AL,Alabama,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,4,4,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(32.840571122, -86.631860762)",SYNOP,STAFF,STAFF2_1,,01,BO17,BOC5,>1 to <5,CAT6
2016,AR,Arkansas,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,Yes,10001,,,,,,For oral health program,Requirement,"(34.748650124, -92.274490743)",SYNOP,LEAD,LEAD1_4,,05,BO1,BOC1,Yes,CAT10001
2017,NV,Nevada,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(39.49324039, -117.071840564)",SYNOP,LEAD,LEAD1_7,,32,BO9,BOC2,1-4,CAT5
2013,CT,Connecticut,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,Yes,10001,,,,,,For oral health program,Requirement,"(41.56266102, -72.649840952)",SYNOP,LEAD,LEAD1_4,,09,BO1,BOC1,Yes,CAT10001
2014,KS,Kansas,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,School-based or school-linked sealant programs,Type of Program,"(38.3477403, -98.200781227)",SYNOP,PROG,PROG4_1,,20,BO10,BOC3,Yes,CAT10001
2012,DC,District of Columbia,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,Total,Type of health agency,"(38.890371385, -77.031961127)",SYNOP,LEAD,LEAD1_7,,11,BO6,BOC2,1-4,CAT5
2011,OK,Oklahoma,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,Yes,10001,,,,,,,,"(35.472031356, -97.521070214)",SYNOP,PROG,PROG4_2,,40,,,Yes,CAT10001
2017,WY,Wyoming,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Dental screening programs,Type of Program,"(43.235541343, -108.109830353)",SYNOP,PROG,PROG4_1,,56,BO11,BOC3,Yes,CAT10001
2018,AZ,Arizona,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(34.86597028, -111.763811277)",SYNOP,LEAD,LEAD1_1,,04,,,Yes,CAT10001
2015,NV,Nevada,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(39.49324039, -117.071840564)",SYNOP,POL,POL3_1,,32,,,No,CAT10002
2014,UT,Utah,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,,99999,NA,Question not asked,,,,,,"(39.360700171, -111.587130635)",SYNOP,POL,POL3_1,,49,,,Not Asked,CAT99999
2016,AK,Alaska,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,21,21,,,,,,,,"(64.845079957001, -147.722059036)",SYNOP,LEAD,LEAD1_2,,02,,,>=10,CAT9
2020,DE,Delaware,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,School-based or school-linked sealant programs,Type of Program,"(39.008830667000495, -75.57774116799965)",SYNOP,PROG,PROG4_1,,10,BO10,BOC3,No,CAT10002
2013,NC,North Carolina,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,8,8,,,,,,,,"(35.466220975, -79.159250463)",SYNOP,LEAD,LEAD1_2,,37,,,5-9,CAT7
2019,VA,Virginia,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,Yes,10001,,,,,,For pregnant women,Type of Program,"(37.54268067400045, -78.45789046299967)",SYNOP,PROG,PROG4_3,,51,BO19,BOC3,Yes,CAT10001
