PROVIDER NAME,CITY,STATE,CLAIMS PAID FOR VACCINE
CVS PHARMACY #06183,SPRINGFIELD,OH,160
CVS PHARMACY #06186,SPRINGFIELD,OH,120
THE KROGER CO,ST CLAIRSVILLE,OH,3466.48
THE KROGER CO,STEUBENVILLE,OH,2262.46
CVS PHARMACY #03360,STOW,OH,80
CVS PHARMACY #04807,STREETSBORO,OH,120
CVS PHARMACY #17239,STREETSBORO,OH,80
CVS PHARMACY #04342,STRUTHERS,OH,200
THE KROGER CO,SUNBURY,OH,3087.33
THE KROGER CO,SWANTON,OH,5722.58
CVS PHARMACY #10457,SYLVANIA,OH,80
THE KROGER CO,SYLVANIA,OH,13212.22
THE KROGER CO,TIFFIN,OH,3009.84
CVS PHARMACY #03476,TIPP CITY,OH,40
CVS PHARMACY #11155,TOLEDO,OH,40
CVS PHARMACY #16165,TOLEDO,OH,40
THE KROGER CO,TOLEDO,OH,7030.91
THE KROGER CO,TOLEDO,OH,5153.35
THE KROGER CO,TOLEDO,OH,14217.36
THE KROGER CO,TOLEDO,OH,3762.57
THE KROGER CO,TOLEDO,OH,4376.7
UNIVERSITY OF TOLEDO MEDICAL CENTER,TOLEDO,OH,11857.7
THE KROGER CO,TRIMBLE,OH,2921.39
CVS PHARMACY #06141,TROTWOOD,OH,40
CVS PHARMACY #07694,TROY,OH,40
CVS PHARMACY #04437,TWINSBURG,OH,40
CVS PHARMACY #08932,TWINSBURG,OH,40
CVS PHARMACY #03347,UNIVERSITY HEIGHTS,OH,240
THE KROGER CO,UPPER ARLINGTN,OH,4303.63
ARLINGTON URGENT CARE,UPPER ARLINGTON,OH,14531.35
CVS PHARMACY #06149,UPPER ARLINGTON,OH,80
CVS PHARMACY #06411,UPPER ARLINGTON,OH,120
CVS PHARMACY #03452,URBANA,OH,160
THE KROGER CO,URBANA,OH,3383.62
CVS PHARMACY #03312,VAN WERT,OH,40
CVS PHARMACY #04606,WARREN,OH,40
CVS PHARMACY #07371,WARRENSVILLE HEIGHTS,OH,80
THE KROGER CO,WASHINGTON CH,OH,4566.76
THE KROGER CO,WATERVILLE,OH,8067.91
CVS PHARMACY #11086,WAVERLY,OH,40
THE KROGER CO,WAVERLY,OH,3272.23
CVS PHARMACY #02342,WEST CHESTER,OH,40
CVS PHARMACY #16864,WEST CHESTER,OH,80
AARX LLC DBA KLINGER PHARMACY,WEST UNITY,OH,1940
CVS PHARMACY #03992,WESTERVILLE,OH,40
CVS PHARMACY #06155,WESTERVILLE,OH,120
CVS PHARMACY #06162,WESTERVILLE,OH,120
THE KROGER CO,WESTERVILLE,OH,11139.14
THE KROGER CO,WESTERVILLE,OH,3200.85
THE KROGER CO,WHEELERSBURG,OH,3112.42
CVS PHARMACY #06946,WHITEHALL,OH,80
CVS PHARMACY #17088,WHITEHALL,OH,40
THE KROGER CO,WHITEHALL,OH,7632.55
CVS PHARMACY #04351,WILLOUGHBY,OH,40
CVS PHARMACY #16484,WILLOUGHBY,OH,40
CVS PHARMACY #06098,WILMINGTON,OH,160
THE KROGER CO,WINTERSVILLE,OH,1753.28
CVS PHARMACY #03301,WOODMERE,OH,40
CVS PHARMACY #11050,WOODVILLE,OH,80
CVS PHARMACY #03321,WOOSTER,OH,120
THE KROGER CO,WORTHINGTON,OH,4454.05
CVS PHARMACY #03996,YOUNGSTOWN,OH,120
CVS PHARMACY #04810,ZANESVILLE,OH,80
THE KROGER CO,ZANESVILLE,OH,3167.56
CVS PHARMACY #10491,BARTLESVILLE,OK,40
CVS PHARMACY #01145,BROKEN ARROW,OK,120
CVS PHARMACY #04896,BROKEN ARROW,OK,40
CVS PHARMACY #08279,BROKEN ARROW,OK,40
CVS PHARMACY #17479,BROKEN ARROW,OK,40
CVS PHARMACY #06109,CHOCTAW,OK,40
CVS PHARMACY #10272,CLAREMORE,OK,40
CVS PHARMACY #10274,DUNCAN,OK,80
CVS PHARMACY #10213,DURANT,OK,40
CVS PHARMACY #06096,EDMOND,OK,160
CVS PHARMACY #06225,EDMOND,OK,80
CVS PHARMACY #06233,EDMOND,OK,40
CVS PHARMACY #06234,EDMOND,OK,160
CVS PHARMACY #16737,EDMOND,OK,160
HEALTHCARE ONE ASSOCIATES PLLC,EL RENO,OK,200
STEPHANIE KOLAR APRN CNP,EL RENO,OK,30
CVS PHARMACY #17612,LAWTON,OK,40
CVS PHARMACY #17149,MIDWEST CITY,OK,80
CVS PHARMACY #08314,MOORE,OK,120
CVS PHARMACY #17607,MOORE,OK,40
CVS PHARMACY #10437,MUSKOGEE,OK,40
CVS PHARMACY #06235,MUSTANG,OK,40
CLASSEN URGENT CARE CLINIC,NORMAN,OK,827.83
CVS PHARMACY #02271,NORMAN,OK,80
CVS PHARMACY #06024,NORMAN,OK,80
CVS PHARMACY #06165,NORMAN,OK,200
CVS PHARMACY #06228,NORMAN,OK,120
CVS PHARMACY #17297,NORMAN,OK,320
CVS PHARMACY #04319,OKLAHOMA CITY,OK,160
CVS PHARMACY #05959,OKLAHOMA CITY,OK,80
CVS PHARMACY #06009,OKLAHOMA CITY,OK,160
CVS PHARMACY #06010,OKLAHOMA CITY,OK,40
CVS PHARMACY #06016,OKLAHOMA CITY,OK,40
CVS PHARMACY #06022,OKLAHOMA CITY,OK,280
CVS PHARMACY #06072,OKLAHOMA CITY,OK,80
CVS PHARMACY #06230,OKLAHOMA CITY,OK,120
CVS PHARMACY #06231,OKLAHOMA CITY,OK,40
CVS PHARMACY #06236,OKLAHOMA CITY,OK,40
CVS PHARMACY #11092,OKLAHOMA CITY,OK,200
CVS PHARMACY #16736,OKLAHOMA CITY,OK,120
CVS PHARMACY #16980,OKLAHOMA CITY,OK,40
VARIETY CARE INC.,OKLAHOMA CITY,OK,617.14
CVS PHARMACY #02324,OWASSO,OK,80
CVS PHARMACY #17182,OWASSO,OK,80
CVS PHARMACY #10101,STILLWATER,OK,200
CVS PHARMACY #06004,THE VILLAGE,OK,40
CVS PHARMACY #07971,TULSA,OK,40
CVS PHARMACY #07972,TULSA,OK,40
CVS PHARMACY #08263,TULSA,OK,40
CVS PHARMACY #08986,TULSA,OK,80
CVS PHARMACY #10012,TULSA,OK,40
CVS PHARMACY #10273,TULSA,OK,80
CVS PHARMACY #10976,TULSA,OK,40
CVS PHARMACY #16004,TULSA,OK,80
MORTON COMPREHENSIVE HEALTH SERVICES INC.,TULSA,OK,95.26
SAINT FRANCIS WARREN CLINIC,TULSA,OK,441.63
CVS PHARMACY #06003,WARR ACRES,OK,160
CVS PHARMACY #06020,WARR ACRES,OK,40
CVS PHARMACY #08312,YUKON,OK,80
CVS PHARMACY #16155,ALBANY,OR,40
CVS PHARMACY #16125,BEAVERTON,OR,40
CVS PHARMACY #16336,BEAVERTON,OR,160
HELEN PAK,BEAVERTON,OR,120
WESTSIDE PHARMACY,BEND,OR,130
CVS PHARMACY #16744,EUGENE,OR,40
MANAGED HEALTHCARE PHARMACY,EUGENE,OR,2680
CVS PHARMACY #16745,FAIRVIEW,OR,40
CVS PHARMACY #16140,HILLSBORO,OR,40
ONE COMMUNITY HEALTH,HOOD RIVER,OR,200
LA PINE COMMUNITY HEALTH CENTER,LA PINE,OR,64
WEST HILLS HEALTHCARE CLINIC,MCMINNVILLE,OR,80
WELLNESS 2000 INC,MEDFORD,OR,4830.88
CVS PHARMACY #11150,PORTLAND,OR,40
CVS PHARMACY #11185,PORTLAND,OR,40
CVS PHARMACY #11282,PORTLAND,OR,160
CVS PHARMACY #11335,PORTLAND,OR,40
CVS PHARMACY #17793,PORTLAND,OR,40
FRED MEYER STORES INC,PORTLAND,OR,2497.32
FRED MEYER STORES INC,PORTLAND,OR,2822.11
AVALINA PHARMACY INC,SALEM,OR,10053.31
SALEM HEALTH,SALEM,OR,13010.5
SALEM HEALTH WEST VALLEY,SALEM,OR,2227.26
WFMC HEALTH,SALEM,OR,1418.3
CVS PHARMACY #16988,SHERWOOD,OR,120
CVS PHARMACY #16126,TIGARD,OR,40
CVS PHARMACY #16604,ABINGTON,PA,40
CVS PHARMACY #02392,ALIQUIPPA,PA,40
CVS PHARMACY #00974,ALLENTOWN,PA,80
CVS PHARMACY #02020,ALLENTOWN,PA,40
CVS PHARMACY #02267,ALLENTOWN,PA,160
CVS PHARMACY #04234,ALLENTOWN,PA,40
CVS PHARMACY #16840,ALLENTOWN,PA,120
CVS PHARMACY #17462,ALLENTOWN,PA,40
CVS PHARMACY #17680,ALLENTOWN,PA,80
CVS PHARMACY #07611,ALLISON PARK,PA,40
CVS PHARMACY #04013,ALTOONA,PA,200
CVS PHARMACY #08498,AMBLER,PA,120
CVS PHARMACY #10061,AMBLER,PA,40
CVS PHARMACY #04039,AMBRIDGE,PA,40
CVS PHARMACY #00828,ASTON,PA,160
CVS PHARMACY #05898,AUDUBON,PA,120
LLEWELLYNS PHARMACY,AVOCA,PA,354.88
CVS PHARMACY #05081,BALA CYNWYD,PA,120
CVS PHARMACY #04162,BEAVER FALLS,PA,200
CVS PHARMACY #04077,BELLE VERNON,PA,160
CVS PHARMACY #01684,BELLEFONTE,PA,80
CVS PHARMACY #04103,BELLEVUE,PA,80
CVS PHARMACY #01281,BENSALEM,PA,40
CVS PHARMACY #01731,BENSALEM,PA,240
CVS PHARMACY #02131,BENSALEM,PA,40
CVS PHARMACY #01599,BERWICK,PA,80
CVS PHARMACY #06999,BERWYN,PA,120
ST CLAIR MEDICAL GROUP URGENT CARE,BETHEL PARK,PA,120
CVS PHARMACY #00820,BETHLEHEM,PA,40
CVS PHARMACY #01311,BETHLEHEM,PA,80
CVS PHARMACY #01908,BETHLEHEM,PA,120
CVS PHARMACY #02459,BETHLEHEM,PA,120
CVS PHARMACY #05533,BETHLEHEM,PA,40
BIRDSBORO PHARMACY INC,BIRDSBORO,PA,2182.27
CVS PHARMACY #02262,BLAKESLEE,PA,120
CVS PHARMACY #05065,BLANDON,PA,40
CVS PHARMACY #01590,BLOOMSBURG,PA,160
CVS PHARMACY #03011,BLUE BELL,PA,40
CVS PHARMACY #03799,BLUE BELL,PA,520
CVS PHARMACY #02000,BOOTHWYN,PA,160
CVS PHARMACY #01310,BOYERTOWN,PA,240
THE MEDICINE SHOPPE OF BOYERTOWN,BOYERTOWN,PA,49007.59
BROAD TOP AREA MEDICAL CENTER,BROAD TOP,PA,56.94
BROAD TOP MOUNT UNION,BROAD TOP,PA,40
BROAD TOP PEDIATRIC & FAMILY HEALTH CARE,BROAD TOP,PA,83.04
BROAD TOP PRIMARY CARE,BROAD TOP,PA,80
CVS PHARMACY #01320,BRODHEADSVILLE,PA,40
CVS PHARMACY #00903,BROOKHAVEN,PA,520
MEANS LAUF SUPER DRUG,BROOKVILLE,PA,4881.61
CVS PHARMACY #02756,BROOMALL,PA,40
CVS PHARMACY #06902,BRYN MAWR,PA,40
CVS PHARMACY #16752,BUTLER,PA,240
CVS PHARMACY #01630,CAMP HILL,PA,160
CVS PHARMACY #01600,CARBONDALE,PA,40
CVS PHARMACY #01627,CARLISLE,PA,320
CVS PHARMACY #01646,CARLISLE,PA,960
CVS PHARMACY #17185,CARLISLE,PA,520
CVS PHARMACY #03999,CARNEGIE,PA,40
CVS PHARMACY #01649,CHAMBERSBURG,PA,40
CVS PHARMACY #01918,CHAMBERSBURG,PA,80
CVS PHARMACY #17317,CHAMBERSBURG,PA,40
CVS PHARMACY #01597,CLARKS SUMMIT,PA,200
CVS PHARMACY #01685,CLEARFIELD,PA,40
CVS PHARMACY #01805,COATESVILLE,PA,240
CVS PHARMACY #02688,COLLEGEVILLE,PA,360
CVS PHARMACY #03252,CONSHOHOCKEN,PA,160
CVS PHARMACY #01093,COOPERSBURG,PA,40
CVS PHARMACY #04029,CRANBERRY TOWNSHIP,PA,160
CVS PHARMACY #01594,DALLAS,PA,200
CVS PHARMACY #01582,DANVILLE,PA,320
CVS PHARMACY #01615,DICKSON CITY,PA,40
CVS PHARMACY #16806,DICKSON CITY,PA,160
CVS PHARMACY #07838,DOUGLASSVILLE,PA,40
CVS PHARMACY #06042,DOVER,PA,40
CVS PHARMACY #02495,DOWNINGTOWN,PA,160
PENNSYLVANIA URGENT CARE CENTERS PLLC,DOWNINGTOWN,PA,21936.12
CVS PHARMACY #00956,DOYLESTOWN,PA,40
CVS PHARMACY #02782,DOYLESTOWN,PA,40
CVS PHARMACY #07863,DOYLESTOWN,PA,240
CVS PHARMACY #07253,DRESHER,PA,40
CVS PHARMACY #01296,DREXEL HILL,PA,120
CVS PHARMACY #02408,DREXEL HILL,PA,80
CVS PHARMACY #01612,DUNMORE,PA,40
CVS PHARMACY #01309,EAST STROUDSBURG,PA,120
CVS PHARMACY #03998,EAST STROUDSBURG,PA,40
CVS PHARMACY #01787,EASTON,PA,40
CVS PHARMACY #03617,EASTON,PA,40
CVS PHARMACY #07670,EASTON,PA,80
CVS PHARMACY #01672,ELIZABETHTOWN,PA,80
CVS PHARMACY #01640,ELIZABETHVILLE,PA,120
CVS PHARMACY #01178,EMMAUS,PA,40
CVS PHARMACY #02321,ENOLA,PA,160
CVS PHARMACY #05721,EPHRATA,PA,40
CVS PHARMACY #00791,ERDENHEIM,PA,120
CVS PHARMACY #02678,ERIE,PA,120
CVS PHARMACY #03168,ERIE,PA,40
CVS PHARMACY #04082,ERIE,PA,40
CVS PHARMACY #16631,ERIE,PA,40
CVS PHARMACY #01616,EXETER,PA,480
CVS PHARMACY #02687,EXTON,PA,200
CVS PHARMACY #10694,EXTON,PA,40
CVS PHARMACY #16498,EXTON,PA,40
CVS PHARMACY #17542,EXTON,PA,40
CVS PHARMACY #00295,FAIRLESS HILLS,PA,80
CVS PHARMACY #02867,FOLSOM,PA,320
CVS PHARMACY #05064,FRAZER,PA,40
CVS PHARMACY #01921,GETTYSBURG,PA,160
CVS PHARMACY #04773,GILBERTSVILLE,PA,80
CVS PHARMACY #04984,GLEN MILLS,PA,320
CVS PHARMACY #17252,GLEN MILLS,PA,200
CVS PHARMACY #00675,GLENOLDEN,PA,400
CVS PHARMACY #00919,GLENSIDE,PA,360
CVS PHARMACY #00142,GREENCASTLE,PA,120
CVS PHARMACY #04115,GREENSBURG,PA,120
CVS PHARMACY #00748,HAMLIN,PA,40
CVS PHARMACY #01653,HANOVER,PA,120
CVS PHARMACY #17577,HANOVER,PA,160
CVS PHARMACY #01641,HARRISBURG,PA,80
CVS PHARMACY #01917,HARRISBURG,PA,80
CVS PHARMACY #02370,HARRISBURG,PA,40
CVS PHARMACY #08979,HARRISBURG,PA,40
CVS PHARMACY #16602,HARRISBURG,PA,160
CVS PHARMACY #17266,HARRISBURG,PA,160
WELLNESS PHARMACY SERVICES,HARRISON CITY,PA,398.27
CVS PHARMACY #04662,HATBORO,PA,160
CVS PHARMACY #01237,HAVERTOWN,PA,120
CVS PHARMACY #01891,HAZLETON,PA,80
CVS PHARMACY #02115,HELLERTOWN,PA,40
CVS PHARMACY #01650,HERSHEY,PA,80
CVS PHARMACY #16601,HOMESTEAD,PA,40
CVS PHARMACY #01587,HONESDALE,PA,200
WAYNE MEMORIAL COMMUNITY HEALTH CENTERS,HONESDALE,PA,4055.99
CVS PHARMACY #01191,HORSHAM,PA,80
MARC OST,HORSHAM,PA,49756.5
CVS PHARMACY #04000,INDIANA,PA,40
CVS PHARMACY #02040,JAMISON,PA,40
CVS PHARMACY #01193,JENKINTOWN,PA,440
CVS PHARMACY #06764,JERSEY SHORE,PA,80
CVS PHARMACY #01074,KENNETT SQUARE,PA,360
CVS PHARMACY #02481,KING OF PRUSSIA,PA,280
CVS PHARMACY #02133,KINGSTON,PA,320
CVS PHARMACY #01662,LANCASTER,PA,40
CVS PHARMACY #01668,LANCASTER,PA,200
CVS PHARMACY #01671,LANCASTER,PA,80
CVS PHARMACY #01675,LANCASTER,PA,80
CVS PHARMACY #02158,LANCASTER,PA,40
CVS PHARMACY #04060,LANCASTER,PA,40
CVS PHARMACY #17160,LANCASTER,PA,80
CVS PHARMACY #17723,LANCASTER,PA,40
DR. ESIANOR-MITCHUAL,LANCASTER,PA,240
CVS PHARMACY #07183,LANDENBERG,PA,80
CVS PHARMACY #02053,LANDISVILLE,PA,80
CVS PHARMACY #01207,LANGHORNE,PA,80
CVS PHARMACY #00338,LANSDALE,PA,200
CVS PHARMACY #00987,LANSDALE,PA,400
CVS PHARMACY #01379,LANSDALE,PA,200
CVS PHARMACY #02523,LANSDALE,PA,160
CVS PHARMACY #03142,LANSDOWNE,PA,240
THE MEDICINE SHOPPE,LATROBE,PA,4680
CVS PHARMACY #01631,LEBANON,PA,40
CVS PHARMACY #01769,LEESPORT,PA,80
CVS PHARMACY #01622,LEMOYNE,PA,280
CVS PHARMACY #02554,LEVITTOWN,PA,160
CVS PHARMACY #01604,LEWISBURG,PA,520
EVANGELICAL MEDICAL SERVICES ORGANIZATION,LEWISBURG,PA,2182.79
CVS PHARMACY #01677,LEWISTOWN,PA,240
CVS PHARMACY #02690,LIMERICK,PA,80
CNS,LITITZ,PA,45952.67
CVS PHARMACY #01667,LITITZ,PA,120
CVS PHARMACY #02297,LITITZ,PA,80
CVS PHARMACY #17569,LITITZ,PA,160
CVS PHARMACY #01681,LOCK HAVEN,PA,160
CVS PHARMACY #02296,MACUNGIE,PA,80
CVS PHARMACY #17564,MALVERN,PA,80
CVS PHARMACY #01665,MANHEIM,PA,40
CVS PHARMACY #01679,MANSFIELD,PA,120
CVS PHARMACY #02496,MAPLE GLEN,PA,80
CVS PHARMACY #02589,MARS,PA,160
CVS PHARMACY #05749,MASONTOWN,PA,80
CVS PHARMACY #00258,MCKEES ROCKS,PA,40
CVS PHARMACY #05099,MEADVILLE,PA,120
CVS PHARMACY #01626,MECHANICSBURG,PA,40
CVS PHARMACY #01636,MECHANICSBURG,PA,480
CVS PHARMACY #01639,MECHANICSBURG,PA,200
CVS PHARMACY #05991,MECHANICSBURG,PA,360
CVS PHARMACY #17280,MECHANICSBURG,PA,600
CVS PHARMACY #02173,MEDIA,PA,280
CVS PHARMACY #07239,MEDIA,PA,40
CVS PHARMACY #01625,MIDDLETOWN,PA,160
CVS PHARMACY #01596,MIFFLINBURG,PA,600
CVS PHARMACY #01637,MILLERSBURG,PA,40
CVS PHARMACY #01606,MILTON,PA,160
CVS PHARMACY #04045,MONROEVILLE,PA,40
CVS PHARMACY #05890,MONROEVILLE,PA,40
CVS PHARMACY #02568,MORRISVILLE,PA,80
CVS PHARMACY #01607,MOUNT CARMEL,PA,120
CVS PHARMACY #02494,MOUNT JOY,PA,200
CVS PHARMACY #05094,MOUNT LEBANON,PA,120
CRESTWOOD PHARMACY,MOUNTAIN TOP,PA,11299.42
CVS PHARMACY #01610,MUNCY,PA,400
CVS PHARMACY #17493,MUNCY,PA,80
CVS PHARMACY #01584,NANTICOKE,PA,440
CVS PHARMACY #05103,NATRONA HEIGHTS,PA,160
CVS PHARMACY #01325,NESQUEHONING,PA,80
CVS PHARMACY #04058,NEW CASTLE,PA,120
CVS PHARMACY #01663,NEW HOLLAND,PA,40
CVS PHARMACY #06043,NEW HOPE,PA,40
CVS PHARMACY #03165,NEW KENSINGTON,PA,40
CVS PHARMACY #05447,NEWTOWN,PA,120
LANGHORNE PHYSICIAN SERVICE,NEWTOWN,PA,14841.41
MERCY MANAGEMENT OF SOUTHEASTERN PENNSYLVANIA,NEWTOWN,PA,14314.59
ST MARY FAMILY MEDICINE BENSALEM,NEWTOWN,PA,600
CVS PHARMACY #00233,NEWTOWN SQUARE,PA,120
CVS PHARMACY #02032,NORRISTOWN,PA,160
CVS PHARMACY #02046,NORRISTOWN,PA,40
CVS PHARMACY #05088,NORTH EAST,PA,80
WELLNESS PHARMACY SERVICES LLC,NORTH WALES,PA,192359.22
CVS PHARMACY #01575,NORTHUMBERLAND,PA,160
CVS PHARMACY #04020,NOTTINGHAM,PA,320
CVS PHARMACY #05096,OIL CITY,PA,40
CVS PHARMACY #01188,OLD FORGE,PA,40
CVS PHARMACY #10288,PALMYRA,PA,40
CVS PHARMACY #00399,PAOLI,PA,280
CVS PHARMACY #07073,PENNSBURG,PA,120
CVS PHARMACY #01376,PERKASIE,PA,80
CVS PHARMACY #06763,PERKASIE,PA,280
CVS PHARMACY #00371,PHILADELPHIA,PA,280
CVS PHARMACY #00450,PHILADELPHIA,PA,120
CVS PHARMACY #00660,PHILADELPHIA,PA,40
CVS PHARMACY #00740,PHILADELPHIA,PA,40
CVS PHARMACY #00771,PHILADELPHIA,PA,320
CVS PHARMACY #00780,PHILADELPHIA,PA,440
CVS PHARMACY #00826,PHILADELPHIA,PA,280
CVS PHARMACY #01064,PHILADELPHIA,PA,200
CVS PHARMACY #01196,PHILADELPHIA,PA,40
CVS PHARMACY #01545,PHILADELPHIA,PA,80
CVS PHARMACY #01913,PHILADELPHIA,PA,120
CVS PHARMACY #02074,PHILADELPHIA,PA,240
CVS PHARMACY #02077,PHILADELPHIA,PA,320
CVS PHARMACY #02113,PHILADELPHIA,PA,80
CVS PHARMACY #02120,PHILADELPHIA,PA,40
CVS PHARMACY #02121,PHILADELPHIA,PA,160
CVS PHARMACY #02156,PHILADELPHIA,PA,40
CVS PHARMACY #02157,PHILADELPHIA,PA,280
CVS PHARMACY #02159,PHILADELPHIA,PA,40
CVS PHARMACY #02170,PHILADELPHIA,PA,520
CVS PHARMACY #02222,PHILADELPHIA,PA,40
CVS PHARMACY #02255,PHILADELPHIA,PA,160
CVS PHARMACY #02266,PHILADELPHIA,PA,160
CVS PHARMACY #02299,PHILADELPHIA,PA,80
CVS PHARMACY #02397,PHILADELPHIA,PA,160
CVS PHARMACY #02398,PHILADELPHIA,PA,240
CVS PHARMACY #02583,PHILADELPHIA,PA,80
CVS PHARMACY #02689,PHILADELPHIA,PA,240
CVS PHARMACY #02704,PHILADELPHIA,PA,40
CVS PHARMACY #02755,PHILADELPHIA,PA,200
CVS PHARMACY #02783,PHILADELPHIA,PA,400
CVS PHARMACY #02866,PHILADELPHIA,PA,40
CVS PHARMACY #02986,PHILADELPHIA,PA,40
CVS PHARMACY #04007,PHILADELPHIA,PA,80
CVS PHARMACY #05867,PHILADELPHIA,PA,80
CVS PHARMACY #08984,PHILADELPHIA,PA,520
CVS PHARMACY #10090,PHILADELPHIA,PA,280
CVS PHARMACY #10459,PHILADELPHIA,PA,240
CVS PHARMACY #10526,PHILADELPHIA,PA,80
CVS PHARMACY #11136,PHILADELPHIA,PA,160
CVS PHARMACY #11170,PHILADELPHIA,PA,40
CVS PHARMACY #11371,PHILADELPHIA,PA,320
CVS PHARMACY #16775,PHILADELPHIA,PA,40
CVS PHARMACY #17163,PHILADELPHIA,PA,160
CVS PHARMACY #17207,PHILADELPHIA,PA,80
CVS PHARMACY #17682,PHILADELPHIA,PA,80
CVS PHARMACY #17741,PHILADELPHIA,PA,40
HEALTH ON SOUTH RX LLC,PHILADELPHIA,PA,6160
NIKITA PATEL,PHILADELPHIA,PA,1960
CVS PHARMACY #01919,PHILIPSBURG,PA,120
CVS PHARMACY #01401,PHOENIXVILLE,PA,200
CVS PHARMACY #16635,PHOENIXVILLE,PA,120
C & G HEALTH SOLUTIONS LLC,PITTSBURGH,PA,990.24
CVS PHARMACY #02348,PITTSBURGH,PA,40
CVS PHARMACY #03189,PITTSBURGH,PA,80
CVS PHARMACY #04008,PITTSBURGH,PA,40
CVS PHARMACY #04051,PITTSBURGH,PA,120
CVS PHARMACY #04070,PITTSBURGH,PA,40
CVS PHARMACY #04144,PITTSBURGH,PA,40
CVS PHARMACY #04369,PITTSBURGH,PA,40
CVS PHARMACY #10034,PITTSBURGH,PA,40
CVS PHARMACY #10767,PITTSBURGH,PA,40
CVS PHARMACY #16573,PITTSBURGH,PA,40
CVS PHARMACY #17165,PITTSBURGH,PA,40
CVS PHARMACY #17638,PITTSBURGH,PA,40
GIANT EAGLE INC,PITTSBURGH,PA,240
GIANT EAGLE PHARMACY #1216,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #1238,PITTSBURGH,PA,56.94
GIANT EAGLE PHARMACY #1263,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #1282,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #1284,PITTSBURGH,PA,164.38
GIANT EAGLE PHARMACY #1297,PITTSBURGH,PA,388.39
GIANT EAGLE PHARMACY #1419,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #1478,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #1605,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #1611,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #1618,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #1620,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #199,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #203,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #208,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #2108,PITTSBURGH,PA,136.94
GIANT EAGLE PHARMACY #217,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #218,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #220,PITTSBURGH,PA,280
GIANT EAGLE PHARMACY #224,PITTSBURGH,PA,200
GIANT EAGLE PHARMACY #228,PITTSBURGH,PA,1209.08
GIANT EAGLE PHARMACY #23,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #230,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #2412,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #2435,PITTSBURGH,PA,160
GIANT EAGLE PHARMACY #2440,PITTSBURGH,PA,160
GIANT EAGLE PHARMACY #32,PITTSBURGH,PA,56.94
GIANT EAGLE PHARMACY #4008,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #4009,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #4018,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #4025,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #4029,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #4030,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #4056,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #4075,PITTSBURGH,PA,176.94
GIANT EAGLE PHARMACY #4078,PITTSBURGH,PA,205.33
GIANT EAGLE PHARMACY #4086,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #4093,PITTSBURGH,PA,160
GIANT EAGLE PHARMACY #4097,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #4124,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #4152,PITTSBURGH,PA,120
GIANT EAGLE PHARMACY #43,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #4387,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #487,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #5103,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #515,PITTSBURGH,PA,240
GIANT EAGLE PHARMACY #53,PITTSBURGH,PA,73.88
GIANT EAGLE PHARMACY #58,PITTSBURGH,PA,124.54
GIANT EAGLE PHARMACY #5810,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #5817,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #5831,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #5839,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #5863,PITTSBURGH,PA,56.94
GIANT EAGLE PHARMACY #59,PITTSBURGH,PA,119.05
GIANT EAGLE PHARMACY #6299,PITTSBURGH,PA,16.94
GIANT EAGLE PHARMACY #63,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #6359,PITTSBURGH,PA,80
GIANT EAGLE PHARMACY #6375,PITTSBURGH,PA,40
GIANT EAGLE PHARMACY #6376,PITTSBURGH,PA,160
GIANT EAGLE PHARMACY #6378,PITTSBURGH,PA,120
