Comparison_Type,Week_Ending,Current_Season_Week_Ending_Label,Comparison_Group1,Comparison_Group2,Comparison_Group1_Point_Estimate,Comparison_Group2_Point_Estimate,Difference_Estimate,Difference_Estimate_Lower_95_CI,Difference_Estimate_Upper_95_CI,Signficant_at_95_Pct,Comparison_Group1_Sort_Order,Comparison_Group2_Sort_Order
Between Season Poverty Comparison,12/30/2023,12/30/2023,Below Poverty,Below Poverty,41.4,42.1,-0.7,-4.3,2.8,,16,16
Between Season Poverty Comparison,12/30/2023,12/30/2023,Poverty Status Unknown,Poverty Status Unknown,40.5,42.6,-2.1,-4.9,0.7,,17,17
Between Season Poverty Comparison,01/06/2024,01/06/2024,Overall,Overall,47.9,50.2,-2.3,-3.3,-1.3,*,2,2
Between Season Poverty Comparison,01/06/2024,01/06/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",41.2,42.9,-1.7,-3.6,0.2,,15,15
Between Season Poverty Comparison,01/06/2024,01/06/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",52.6,57.2,-4.6,-5.9,-3.2,*,14,14
Between Season Poverty Comparison,01/06/2024,01/06/2024,Below Poverty,Below Poverty,44.6,43.9,0.7,-2,3.4,,16,16
Between Season Poverty Comparison,01/06/2024,01/06/2024,Poverty Status Unknown,Poverty Status Unknown,44.7,45.3,-0.7,-3.2,1.9,,17,17
Between Season Poverty Comparison,01/13/2024,01/13/2024,Overall,Overall,48.3,50.5,-2.1,-3.1,-1.2,*,2,2
Between Season Poverty Comparison,01/13/2024,01/13/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",41.4,43.2,-1.8,-3.7,0.1,,15,15
Between Season Poverty Comparison,01/13/2024,01/13/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",52.7,57.4,-4.6,-6,-3.3,*,14,14
Between Season Poverty Comparison,01/13/2024,01/13/2024,Below Poverty,Below Poverty,44.7,44.4,0.3,-2.5,3.1,,16,16
Between Season Poverty Comparison,01/13/2024,01/13/2024,Poverty Status Unknown,Poverty Status Unknown,44.7,45.3,-0.7,-3.2,1.9,,17,17
Between Season Poverty Comparison,01/20/2024,01/20/2024,Overall,Overall,48.7,51.3,-2.6,-3.6,-1.6,*,2,2
Between Season Poverty Comparison,01/20/2024,01/20/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",41.6,43.8,-2.2,-4.1,-0.3,*,15,15
Between Season Poverty Comparison,01/20/2024,01/20/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",53.2,58.1,-4.9,-6.4,-3.4,*,14,14
Between Season Poverty Comparison,01/20/2024,01/20/2024,Below Poverty,Below Poverty,44.7,45.2,-0.5,-3.4,2.4,,16,16
Between Season Poverty Comparison,01/20/2024,01/20/2024,Poverty Status Unknown,Poverty Status Unknown,44.7,46.3,-1.7,-4.5,1.2,,17,17
Between Season Poverty Comparison,01/27/2024,01/27/2024,Overall,Overall,49,51.7,-2.7,-3.8,-1.6,*,2,2
Between Season Poverty Comparison,01/27/2024,01/27/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",42.1,44.4,-2.3,-4.5,-0.1,*,15,15
Between Season Poverty Comparison,01/27/2024,01/27/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",53.5,58.2,-4.7,-6.2,-3.2,*,14,14
Between Season Poverty Comparison,01/27/2024,01/27/2024,Below Poverty,Below Poverty,44.7,46.3,-1.7,-5,1.7,,16,16
Between Season Poverty Comparison,01/27/2024,01/27/2024,Poverty Status Unknown,Poverty Status Unknown,45,46.8,-1.8,-4.8,1.2,,17,17
Between Season Poverty Comparison,02/03/2024,02/03/2024,Overall,Overall,50.2,52.7,-2.5,-3.4,-1.5,*,2,2
Between Season Poverty Comparison,02/03/2024,02/03/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",43.6,45.4,-1.8,-3.8,0.1,,15,15
Between Season Poverty Comparison,02/03/2024,02/03/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",54.9,59,-4,-5.4,-2.6,*,14,14
Between Season Poverty Comparison,02/03/2024,02/03/2024,Below Poverty,Below Poverty,47.7,47.6,0.1,-2.7,2.9,,16,16
Between Season Poverty Comparison,02/03/2024,02/03/2024,Poverty Status Unknown,Poverty Status Unknown,47.5,47.6,-0.2,-2.9,2.5,,17,17
Between Season Poverty Comparison,02/10/2024,02/10/2024,Overall,Overall,50.6,53,-2.4,-3.4,-1.3,*,2,2
Between Season Poverty Comparison,02/10/2024,02/10/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",43.7,45.6,-1.9,-3.9,0.1,,15,15
Between Season Poverty Comparison,02/10/2024,02/10/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",55.1,59,-3.9,-5.3,-2.5,*,14,14
Between Season Poverty Comparison,02/10/2024,02/10/2024,Below Poverty,Below Poverty,48.2,47.7,0.5,-2.3,3.4,,16,16
Between Season Poverty Comparison,02/10/2024,02/10/2024,Poverty Status Unknown,Poverty Status Unknown,47.8,47.6,0.2,-2.6,2.9,,17,17
Between Season Poverty Comparison,02/17/2024,02/17/2024,Overall,Overall,50.9,53.3,-2.4,-3.5,-1.4,*,2,2
Between Season Poverty Comparison,02/17/2024,02/17/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",44,46,-2,-4.1,0,,15,15
Between Season Poverty Comparison,02/17/2024,02/17/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",55.2,59,-3.8,-5.2,-2.4,*,14,14
Between Season Poverty Comparison,02/17/2024,02/17/2024,Below Poverty,Below Poverty,49,47.7,1.3,-1.7,4.2,,16,16
Between Season Poverty Comparison,02/17/2024,02/17/2024,Poverty Status Unknown,Poverty Status Unknown,48,48.6,-0.7,-3.5,2.2,,17,17
Between Season Poverty Comparison,02/24/2024,02/24/2024,Overall,Overall,50.9,53.6,-2.7,-3.8,-1.6,*,2,2
Between Season Poverty Comparison,02/24/2024,02/24/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",44.1,46.1,-2,-4.1,0,,15,15
Between Season Poverty Comparison,02/24/2024,02/24/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",55.2,59.1,-3.9,-5.3,-2.5,*,14,14
Between Season Poverty Comparison,02/24/2024,02/24/2024,Below Poverty,Below Poverty,49,48.6,0.4,-2.9,3.7,,16,16
Between Season Poverty Comparison,02/24/2024,02/24/2024,Poverty Status Unknown,Poverty Status Unknown,48,48.9,-1,-3.7,1.8,,17,17
Between Season Poverty Comparison,03/02/2024,03/02/2024,Overall,Overall,52,54.4,-2.4,-3.4,-1.3,*,2,2
Between Season Poverty Comparison,03/02/2024,03/02/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",45.3,47.1,-1.8,-3.8,0.2,,15,15
Between Season Poverty Comparison,03/02/2024,03/02/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",56,60.2,-4.2,-5.6,-2.7,*,14,14
Between Season Poverty Comparison,03/02/2024,03/02/2024,Below Poverty,Below Poverty,51.7,50.7,1,-2.2,4.2,,16,16
Between Season Poverty Comparison,03/02/2024,03/02/2024,Poverty Status Unknown,Poverty Status Unknown,49.1,48.9,0.2,-2.6,2.9,,17,17
Between Season Poverty Comparison,03/09/2024,03/09/2024,Overall,Overall,52.1,54.5,-2.4,-3.5,-1.4,*,2,2
Between Season Poverty Comparison,03/09/2024,03/09/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",45.7,47.2,-1.5,-3.6,0.5,,15,15
Between Season Poverty Comparison,03/09/2024,03/09/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",56.1,60.2,-4.1,-5.5,-2.6,*,14,14
Between Season Poverty Comparison,03/09/2024,03/09/2024,Below Poverty,Below Poverty,51.9,50.7,1.2,-2,4.4,,16,16
Between Season Poverty Comparison,03/09/2024,03/09/2024,Poverty Status Unknown,Poverty Status Unknown,49.1,49.3,-0.2,-3,2.6,,17,17
Between Season Poverty Comparison,03/16/2024,03/16/2024,Overall,Overall,52.2,54.6,-2.4,-3.5,-1.4,*,2,2
Between Season Poverty Comparison,03/16/2024,03/16/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",45.7,47.9,-2.2,-4.4,0,,15,15
Between Season Poverty Comparison,03/16/2024,03/16/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",56.2,60.2,-4,-5.4,-2.6,*,14,14
Between Season Poverty Comparison,03/16/2024,03/16/2024,Below Poverty,Below Poverty,51.9,50.7,1.2,-1.9,4.3,,16,16
Between Season Poverty Comparison,03/16/2024,03/16/2024,Poverty Status Unknown,Poverty Status Unknown,49.1,49.7,-0.6,-3.4,2.2,,17,17
Between Season Poverty Comparison,03/23/2024,03/23/2024,Overall,Overall,52.4,54.8,-2.3,-3.4,-1.2,*,2,2
Between Season Poverty Comparison,03/23/2024,03/23/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",46,48.3,-2.3,-4.3,-0.2,*,15,15
Between Season Poverty Comparison,03/23/2024,03/23/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",56.4,60.2,-3.8,-5.2,-2.3,*,14,14
Between Season Poverty Comparison,03/23/2024,03/23/2024,Below Poverty,Below Poverty,52.1,50.7,1.3,-1.8,4.4,,16,16
Between Season Poverty Comparison,03/23/2024,03/23/2024,Poverty Status Unknown,Poverty Status Unknown,49.1,49.7,-0.6,-3.4,2.2,,17,17
Between Season Poverty Comparison,03/30/2024,03/30/2024,Overall,Overall,52.5,55.2,-2.8,-3.8,-1.7,*,2,2
Between Season Poverty Comparison,03/30/2024,03/30/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",46,48.3,-2.3,-4.3,-0.2,*,15,15
Between Season Poverty Comparison,03/30/2024,03/30/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",56.5,60.8,-4.3,-5.8,-2.8,*,14,14
Between Season Poverty Comparison,03/30/2024,03/30/2024,Below Poverty,Below Poverty,52.1,52.5,-0.4,-3.6,2.7,,16,16
Between Season Poverty Comparison,03/30/2024,03/30/2024,Poverty Status Unknown,Poverty Status Unknown,49.1,50,-0.9,-3.7,1.9,,17,17
Between Season Poverty Comparison,04/06/2024,04/06/2024,Overall,Overall,53.2,55.3,-2,-3.1,-0.9,*,2,2
Between Season Poverty Comparison,04/06/2024,04/06/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",47.3,48.3,-1,-3.2,1.3,,15,15
Between Season Poverty Comparison,04/06/2024,04/06/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",56.7,60.8,-4,-5.5,-2.6,*,14,14
Between Season Poverty Comparison,04/06/2024,04/06/2024,Below Poverty,Below Poverty,53,52.5,0.5,-2.8,3.7,,16,16
Between Season Poverty Comparison,04/06/2024,04/06/2024,Poverty Status Unknown,Poverty Status Unknown,51.3,50,1.3,-1.7,4.3,,17,17
Between Season Poverty Comparison,04/13/2024,04/13/2024,Overall,Overall,53.3,55.3,-2,-3.1,-0.9,*,2,2
Between Season Poverty Comparison,04/13/2024,04/13/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",47.3,48.3,-1,-3.2,1.3,,15,15
Between Season Poverty Comparison,04/13/2024,04/13/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",56.7,60.8,-4.1,-5.5,-2.6,*,14,14
Between Season Poverty Comparison,04/13/2024,04/13/2024,Below Poverty,Below Poverty,53.1,52.9,0.2,-3.1,3.5,,16,16
Between Season Poverty Comparison,04/13/2024,04/13/2024,Poverty Status Unknown,Poverty Status Unknown,51.3,50,1.3,-1.7,4.3,,17,17
Between Season Poverty Comparison,04/20/2024,04/20/2024,Overall,Overall,53.4,55.4,-2,-3.1,-0.9,*,2,2
Between Season Poverty Comparison,04/20/2024,04/20/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",47.5,48.3,-0.7,-2.9,1.5,,15,15
Between Season Poverty Comparison,04/20/2024,04/20/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",56.7,60.8,-4.1,-5.5,-2.6,*,14,14
Between Season Poverty Comparison,04/20/2024,04/20/2024,Below Poverty,Below Poverty,53.1,53.1,0,-3.3,3.3,,16,16
Between Season Poverty Comparison,04/20/2024,04/20/2024,Poverty Status Unknown,Poverty Status Unknown,51.5,50,1.5,-1.5,4.5,,17,17
Between Season Poverty Comparison,04/27/2024,04/27/2024,Overall,Overall,53.5,55.5,-2.1,-3.2,-1,*,2,2
Between Season Poverty Comparison,04/27/2024,04/27/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",47.5,48.3,-0.8,-3,1.4,,15,15
Between Season Poverty Comparison,04/27/2024,04/27/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",56.8,60.8,-4.1,-5.5,-2.6,*,14,14
Between Season Poverty Comparison,04/27/2024,04/27/2024,Below Poverty,Below Poverty,53.4,53.9,-0.4,-4,3.2,,16,16
Between Season Poverty Comparison,04/27/2024,04/27/2024,Poverty Status Unknown,Poverty Status Unknown,51.5,50.2,1.4,-1.6,4.4,,17,17
Between Season Poverty Comparison,05/04/2024,05/04/2024,Overall,Overall,53.9,56,-2.1,-3.3,-1,*,2,2
Between Season Poverty Comparison,05/04/2024,05/04/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",47.5,49,-1.5,-3.7,0.8,,15,15
Between Season Poverty Comparison,05/04/2024,05/04/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",57.3,61.3,-4,-5.6,-2.4,*,14,14
Between Season Poverty Comparison,05/04/2024,05/04/2024,Below Poverty,Below Poverty,54.7,54.5,0.2,-3.5,3.8,,16,16
Between Season Poverty Comparison,05/04/2024,05/04/2024,Poverty Status Unknown,Poverty Status Unknown,51.5,50.7,0.8,-2.2,3.9,,17,17
Between Season Poverty Comparison,05/11/2024,05/11/2024,Overall,Overall,53.9,56,-2.2,-3.3,-1,*,2,2
Between Season Poverty Comparison,05/11/2024,05/11/2024,"Above Poverty, Income < $75k","Above Poverty, Income < $75k",47.5,49,-1.5,-3.7,0.8,,15,15
Between Season Poverty Comparison,05/11/2024,05/11/2024,"Above Poverty, Income >= $75k","Above Poverty, Income >= $75k",57.3,61.3,-4,-5.6,-2.4,*,14,14
Between Season Poverty Comparison,05/11/2024,05/11/2024,Below Poverty,Below Poverty,54.7,54.8,-0.1,-3.8,3.6,,16,16
Between Season Poverty Comparison,05/11/2024,05/11/2024,Poverty Status Unknown,Poverty Status Unknown,51.5,50.7,0.8,-2.2,3.9,,17,17
Between Season Age Comparison,10/07/2023,10/07/2023,12-17 years,12-17 years,15.6,16.9,-1.3,-2.9,0.2,,7,7
Between Season Age Comparison,10/07/2023,10/07/2023,13-17 years,13-17 years,15,16.3,-1.3,-3.1,0.4,,9,9
Between Season Age Comparison,10/07/2023,10/07/2023,5-11 years,5-11 years,18.2,20.3,-2.2,-3.9,-0.4,*,6,6
Between Season Age Comparison,10/07/2023,10/07/2023,5-12 years,5-12 years,18.3,20.2,-1.9,-3.5,-0.3,*,8,8
Between Season Age Comparison,10/07/2023,10/07/2023,5-17 years,5-17 years,16.9,18.7,-1.8,-3,-0.6,*,5,5
Between Season Age Comparison,10/07/2023,10/07/2023,6 months-4 years,6 months-4 years,21.7,20.7,1.1,-0.5,2.7,,3,3
Between Season Age Comparison,10/07/2023,10/07/2023,6-23 months,6-23 months,24.4,22.1,2.3,-0.7,5.3,,4,4
Between Season Age Comparison,10/07/2023,10/07/2023,Overall,Overall,18,19.5,-1.5,-2.5,-0.4,*,2,2
Between Season Age Comparison,10/14/2023,10/14/2023,12-17 years,12-17 years,17.3,18.9,-1.6,-3.2,0,,7,7
Between Season Age Comparison,10/14/2023,10/14/2023,13-17 years,13-17 years,16.6,18.3,-1.7,-3.5,0.1,,9,9
Between Season Age Comparison,10/14/2023,10/14/2023,5-11 years,5-11 years,21.7,22.7,-1,-2.9,0.9,,6,6
Between Season Age Comparison,10/14/2023,10/14/2023,5-12 years,5-12 years,21.6,22.5,-0.9,-2.6,0.8,,8,8
Between Season Age Comparison,10/14/2023,10/14/2023,5-17 years,5-17 years,19.6,20.9,-1.3,-2.5,0,,5,5
Between Season Age Comparison,10/14/2023,10/14/2023,6 months-4 years,6 months-4 years,24.9,24.8,0.1,-2.1,2.2,,3,3
Between Season Age Comparison,10/14/2023,10/14/2023,6-23 months,6-23 months,28.2,24.7,3.6,0.1,7,*,4,4
Between Season Age Comparison,10/14/2023,10/14/2023,Overall,Overall,20.9,22,-1.1,-2.2,0,,2,2
Between Season Age Comparison,10/21/2023,10/21/2023,12-17 years,12-17 years,21.4,22,-0.6,-2.6,1.5,,7,7
Between Season Age Comparison,10/21/2023,10/21/2023,13-17 years,13-17 years,20.8,21.2,-0.3,-2.5,1.9,,9,9
Between Season Age Comparison,10/21/2023,10/21/2023,5-11 years,5-11 years,25.2,25.7,-0.5,-2.7,1.6,,6,6
Between Season Age Comparison,10/21/2023,10/21/2023,5-12 years,5-12 years,25.1,25.7,-0.6,-2.5,1.4,,8,8
Between Season Age Comparison,10/21/2023,10/21/2023,5-17 years,5-17 years,23.4,24.1,-0.7,-2.2,0.8,,5,5
Between Season Age Comparison,10/21/2023,10/21/2023,6 months-4 years,6 months-4 years,28.8,28,0.8,-1.7,3.3,,3,3
Between Season Age Comparison,10/21/2023,10/21/2023,6-23 months,6-23 months,34.8,29.2,5.5,0.7,10.4,*,4,4
Between Season Age Comparison,10/21/2023,10/21/2023,Overall,Overall,24.7,25.2,-0.5,-1.8,0.8,,2,2
Between Season Age Comparison,10/28/2023,10/28/2023,12-17 years,12-17 years,22.6,23.9,-1.3,-3.8,1.2,,7,7
Between Season Age Comparison,10/28/2023,10/28/2023,13-17 years,13-17 years,21.9,23.3,-1.4,-4.2,1.4,,9,9
Between Season Age Comparison,10/28/2023,10/28/2023,5-11 years,5-11 years,27.2,28.6,-1.3,-3.9,1.3,,6,6
Between Season Age Comparison,10/28/2023,10/28/2023,5-12 years,5-12 years,27.1,28.2,-1.1,-3.5,1.3,,8,8
Between Season Age Comparison,10/28/2023,10/28/2023,5-17 years,5-17 years,25,26.4,-1.4,-3.3,0.4,,5,5
Between Season Age Comparison,10/28/2023,10/28/2023,6 months-4 years,6 months-4 years,30.6,31.7,-1.1,-4.3,2,,3,3
Between Season Age Comparison,10/28/2023,10/28/2023,6-23 months,6-23 months,37.7,33.8,3.9,-2.4,10.3,,4,4
Between Season Age Comparison,10/28/2023,10/28/2023,Overall,Overall,26.3,27.8,-1.5,-3.1,0.1,,2,2
Between Season Age Comparison,11/04/2023,11/04/2023,12-17 years,12-17 years,31.1,32.7,-1.6,-3,-0.2,*,7,7
Between Season Age Comparison,11/04/2023,11/04/2023,13-17 years,13-17 years,30.1,31.5,-1.4,-2.9,0.1,,9,9
Between Season Age Comparison,11/04/2023,11/04/2023,5-11 years,5-11 years,34.9,37.3,-2.4,-3.8,-1,*,6,6
Between Season Age Comparison,11/04/2023,11/04/2023,5-12 years,5-12 years,35,37.5,-2.5,-3.8,-1.2,*,8,8
Between Season Age Comparison,11/04/2023,11/04/2023,5-17 years,5-17 years,33,35.2,-2.2,-3.2,-1.1,*,5,5
Between Season Age Comparison,11/04/2023,11/04/2023,6 months-4 years,6 months-4 years,38.3,40.8,-2.6,-4.3,-0.8,*,3,3
Between Season Age Comparison,11/04/2023,11/04/2023,6-23 months,6-23 months,40.4,41.6,-1.3,-4.4,1.8,,4,4
Between Season Age Comparison,11/04/2023,11/04/2023,Overall,Overall,34.4,36.5,-2.1,-3,-1.2,*,2,2
Between Season Age Comparison,11/11/2023,11/11/2023,12-17 years,12-17 years,32.7,34.9,-2.2,-3.9,-0.5,*,7,7
Between Season Age Comparison,11/11/2023,11/11/2023,13-17 years,13-17 years,31.8,33.9,-2.2,-4.1,-0.3,*,9,9
Between Season Age Comparison,11/11/2023,11/11/2023,5-11 years,5-11 years,36.9,39.6,-2.7,-4.4,-1.1,*,6,6
Between Season Age Comparison,11/11/2023,11/11/2023,5-12 years,5-12 years,36.9,39.8,-2.8,-4.4,-1.2,*,8,8
Between Season Age Comparison,11/11/2023,11/11/2023,5-17 years,5-17 years,34.9,37.6,-2.7,-3.9,-1.4,*,5,5
Between Season Age Comparison,11/11/2023,11/11/2023,6 months-4 years,6 months-4 years,40.7,43.9,-3.2,-5.4,-1.1,*,3,3
Between Season Age Comparison,11/11/2023,11/11/2023,6-23 months,6-23 months,43.5,44.8,-1.3,-5.2,2.6,,4,4
Between Season Age Comparison,11/11/2023,11/11/2023,Overall,Overall,36.3,39.1,-2.7,-3.8,-1.6,*,2,2
Between Season Age Comparison,11/18/2023,11/18/2023,12-17 years,12-17 years,33.4,36.5,-3.1,-5,-1.2,*,7,7
Between Season Age Comparison,11/18/2023,11/18/2023,13-17 years,13-17 years,32.5,35.2,-2.7,-4.7,-0.6,*,9,9
Between Season Age Comparison,11/18/2023,11/18/2023,5-11 years,5-11 years,39.3,41.7,-2.4,-4.5,-0.4,*,6,6
Between Season Age Comparison,11/18/2023,11/18/2023,5-12 years,5-12 years,39,41.9,-2.9,-4.7,-1,*,8,8
Between Season Age Comparison,11/18/2023,11/18/2023,5-17 years,5-17 years,36.5,39.4,-3,-4.4,-1.5,*,5,5
Between Season Age Comparison,11/18/2023,11/18/2023,6 months-4 years,6 months-4 years,42.1,46.3,-4.2,-6.6,-1.9,*,3,3
Between Season Age Comparison,11/18/2023,11/18/2023,6-23 months,6-23 months,44.6,48.2,-3.6,-7.8,0.6,,4,4
Between Season Age Comparison,11/18/2023,11/18/2023,Overall,Overall,37.8,41.2,-3.3,-4.6,-2.1,*,2,2
Between Season Age Comparison,11/25/2023,11/25/2023,12-17 years,12-17 years,33.9,38.1,-4.3,-6.9,-1.7,*,7,7
Between Season Age Comparison,11/25/2023,11/25/2023,13-17 years,13-17 years,33.1,37.2,-4.1,-7.1,-1.1,*,9,9
Between Season Age Comparison,11/25/2023,11/25/2023,5-11 years,5-11 years,40.4,43.2,-2.8,-5.1,-0.5,*,6,6
Between Season Age Comparison,11/25/2023,11/25/2023,5-12 years,5-12 years,40,43.1,-3.1,-5.3,-1,*,8,8
Between Season Age Comparison,11/25/2023,11/25/2023,5-17 years,5-17 years,37.2,41,-3.7,-5.5,-1.9,*,5,5
Between Season Age Comparison,11/25/2023,11/25/2023,6 months-4 years,6 months-4 years,43.1,48.5,-5.4,-8.3,-2.4,*,3,3
Between Season Age Comparison,11/25/2023,11/25/2023,6-23 months,6-23 months,46.8,51.3,-4.6,-10.4,1.2,,4,4
Between Season Age Comparison,11/25/2023,11/25/2023,Overall,Overall,38.7,43,-4.3,-5.9,-2.7,*,2,2
Between Season Age Comparison,12/02/2023,12/02/2023,12-17 years,12-17 years,39.3,40.9,-1.5,-3,-0.1,*,7,7
Between Season Age Comparison,12/02/2023,12/02/2023,13-17 years,13-17 years,38,40,-2,-3.5,-0.4,*,9,9
Between Season Age Comparison,12/02/2023,12/02/2023,5-11 years,5-11 years,44.6,46.9,-2.3,-3.7,-1,*,6,6
Between Season Age Comparison,12/02/2023,12/02/2023,5-12 years,5-12 years,44.7,46.6,-1.9,-3.2,-0.6,*,8,8
Between Season Age Comparison,12/02/2023,12/02/2023,5-17 years,5-17 years,41.9,44.1,-2.1,-3.1,-1.1,*,5,5
Between Season Age Comparison,12/02/2023,12/02/2023,6 months-4 years,6 months-4 years,47.8,51.2,-3.4,-5.1,-1.7,*,3,3
Between Season Age Comparison,12/02/2023,12/02/2023,6-23 months,6-23 months,51.3,52.8,-1.5,-4.4,1.4,,4,4
Between Season Age Comparison,12/02/2023,12/02/2023,Overall,Overall,43.4,45.8,-2.4,-3.3,-1.5,*,2,2
Between Season Age Comparison,12/09/2023,12/09/2023,12-17 years,12-17 years,39.8,41.8,-2,-3.6,-0.4,*,7,7
Between Season Age Comparison,12/09/2023,12/09/2023,13-17 years,13-17 years,38.1,40.8,-2.6,-4.3,-1,*,9,9
Between Season Age Comparison,12/09/2023,12/09/2023,5-11 years,5-11 years,45.1,47.6,-2.5,-4,-1,*,6,6
Between Season Age Comparison,12/09/2023,12/09/2023,5-12 years,5-12 years,45.5,47.9,-2.4,-3.9,-0.9,*,8,8
Between Season Age Comparison,12/09/2023,12/09/2023,5-17 years,5-17 years,42.4,45.1,-2.7,-3.8,-1.6,*,5,5
Between Season Age Comparison,12/09/2023,12/09/2023,6 months-4 years,6 months-4 years,48.1,52.7,-4.6,-6.4,-2.7,*,3,3
Between Season Age Comparison,12/09/2023,12/09/2023,6-23 months,6-23 months,52,53.3,-1.3,-4.2,1.7,,4,4
Between Season Age Comparison,12/09/2023,12/09/2023,Overall,Overall,43.9,46.9,-3,-4,-2.1,*,2,2
Between Season Age Comparison,12/16/2023,12/16/2023,12-17 years,12-17 years,40.6,42.9,-2.2,-4.1,-0.4,*,7,7
Between Season Age Comparison,12/16/2023,12/16/2023,13-17 years,13-17 years,39.2,41.9,-2.7,-4.8,-0.7,*,9,9
Between Season Age Comparison,12/16/2023,12/16/2023,5-11 years,5-11 years,45.2,48.2,-3,-4.5,-1.5,*,6,6
Between Season Age Comparison,12/16/2023,12/16/2023,5-12 years,5-12 years,45.5,48.4,-2.9,-4.3,-1.5,*,8,8
Between Season Age Comparison,12/16/2023,12/16/2023,5-17 years,5-17 years,42.9,45.9,-3,-4.2,-1.8,*,5,5
Between Season Age Comparison,12/16/2023,12/16/2023,6 months-4 years,6 months-4 years,48.4,53.8,-5.3,-7.3,-3.4,*,3,3
Between Season Age Comparison,12/16/2023,12/16/2023,6-23 months,6-23 months,52.2,53.9,-1.7,-4.7,1.3,,4,4
Between Season Age Comparison,12/16/2023,12/16/2023,Overall,Overall,44.3,47.8,-3.4,-4.5,-2.4,*,2,2
Between Season Age Comparison,12/23/2023,12/23/2023,12-17 years,12-17 years,41.2,43.4,-2.2,-4.1,-0.3,*,7,7
Between Season Age Comparison,12/23/2023,12/23/2023,13-17 years,13-17 years,39.8,42.4,-2.6,-4.7,-0.5,*,9,9
Between Season Age Comparison,12/23/2023,12/23/2023,5-11 years,5-11 years,45.5,50.3,-4.8,-6.7,-2.8,*,6,6
Between Season Age Comparison,12/23/2023,12/23/2023,5-12 years,5-12 years,45.8,50.3,-4.5,-6.3,-2.7,*,8,8
Between Season Age Comparison,12/23/2023,12/23/2023,5-17 years,5-17 years,43.4,47.2,-3.9,-5.3,-2.5,*,5,5
Between Season Age Comparison,12/23/2023,12/23/2023,6 months-4 years,6 months-4 years,48.9,54.2,-5.4,-7.4,-3.4,*,3,3
Between Season Age Comparison,12/23/2023,12/23/2023,6-23 months,6-23 months,52.6,53.9,-1.3,-4.3,1.7,,4,4
Between Season Age Comparison,12/23/2023,12/23/2023,Overall,Overall,44.7,48.9,-4.1,-5.3,-3,*,2,2
Between Season Age Comparison,12/30/2023,12/30/2023,12-17 years,12-17 years,41.2,43.9,-2.7,-4.6,-0.7,*,7,7
Between Season Age Comparison,12/30/2023,12/30/2023,13-17 years,13-17 years,39.8,43,-3.2,-5.4,-1,*,9,9
Between Season Age Comparison,12/30/2023,12/30/2023,5-11 years,5-11 years,45.5,50.3,-4.8,-6.7,-2.8,*,6,6
Between Season Age Comparison,12/30/2023,12/30/2023,5-12 years,5-12 years,45.8,50.3,-4.5,-6.3,-2.7,*,8,8
Between Season Age Comparison,12/30/2023,12/30/2023,5-17 years,5-17 years,43.4,47.5,-4.1,-5.5,-2.7,*,5,5
Between Season Age Comparison,12/30/2023,12/30/2023,6 months-4 years,6 months-4 years,48.9,54.8,-5.9,-8,-3.9,*,3,3
