Title,Author(s),Journal,Fiscal Year,Publication Year,DOI Link,All Authors,Category Topics,Journal Information,Keyword Search Expanded,URL,Row
"Rectal cancer survival in the United States by race and stage, 2001 to 2009: findings from the CONCORD-2 study","Joseph DA, Johnson CJ, White A, Wu M, Coleman MP",Cancer,2018,2017,https://dx.doi.org/10.1002/cncr.30882,"Joseph DA, Johnson CJ, White A, Wu M, Coleman MP",Cancer Survivorship,Journal: Cancer (Volume: 123; Issue: S24; Pages: 5037 - 5058),"Rectal cancer survival in the United States by race and stage, 2001 to 2009: findings from the CONCORD-2 study|Joseph DA|Johnson CJ, White A, Wu M, Coleman MP|Cancer|123",https://www.ncbi.nlm.nih.gov/pubmed/29205308,3318
Reducing alcohol use to prevent cancer deaths: estimated effects among U.S. adults.,"Esser MB, Sherk A, Liu Y, Henley SJ, Naimi TS.",American Journal of Preventive Medicine,2024,2024,https://dx.doi.org/10.1016/j.amepre.2023.12.003,"Esser MB, Sherk A, Liu Y, Henley SJ, Naimi TS.",Other Research,Journal: American Journal of Preventive Medicine (Volume: 66; Issue: 4; Pages: 725 - 729),"Reducing alcohol use to prevent cancer deaths: estimated effects among U.S. adults.|Esser MB|Sherk A, Liu Y, Henley SJ, Naimi TS.|American Journal of Preventive Medicine|66",https://pubmed.ncbi.nlm.nih.gov/38514233/,3319
Reducing barriers to breast cancer care through Avon patient navigation programs.,"Stanley S, Arriola KJ, Smith S, Hurlbert M, Ricci C, Escoffery C.",Journal of Public Health Management and Practice,2013,2012,https://dx.doi.org/10.1097/PHH.0b013e318276e272,"Stanley S, Arriola KJ, Smith S, Hurlbert M, Ricci C, Escoffery C.",Breast Cancer,Journal: Journal of Public Health Management and Practice (Volume: 19; Issue: 5; Pages: 461 - 467),"Reducing barriers to breast cancer care through Avon patient navigation programs.|Stanley S|Arriola KJ, Smith S, Hurlbert M, Ricci C, Escoffery C.|Journal of Public Health Management and Practice|19",http://www.ncbi.nlm.nih.gov/pubmed/23266756,3320
Reducing indoor tanning—an opportunity for melanoma prevention.,"Guy GP Jr., Watson M, Richardson LC, Lushniak BD.",JAMA Dermatology,2016,2016,https://dx.doi.org/10.1001/jamadermatol.2015.3007,"Guy GP Jr., Watson M, Richardson LC, Lushniak BD.",Pediatric and Young Adult Cancer,Journal: JAMA Dermatology (Volume: ; Issue: ; Pages:  - ),"Reducing indoor tanning—an opportunity for melanoma prevention.|Guy GP Jr.|Watson M, Richardson LC, Lushniak BD.|JAMA Dermatology|",http://www.ncbi.nlm.nih.gov/pubmed/26817798,3321
Reducing ultraviolet radiation exposure among outdoor workers: State of the evidence and recommendations.,"Glanz K, Buller DB, Saraiya M.",Environmental Health,2007,2007,,"Glanz K, Buller DB, Saraiya M.",Skin Cancer,Journal: Environmental Health (Volume: 6; Issue: 1; Pages:  - ),"Reducing ultraviolet radiation exposure among outdoor workers: State of the evidence and recommendations.|Glanz K|Buller DB, Saraiya M.|Environmental Health|6",http://www.ncbi.nlm.nih.gov/pubmed/17686155,3322
Referrals for suspected hematologic malignancy: A survey of primary care physicians.,"Abel GA, Friese CR, Neville BA, Wilson KM, Hastings BT, Earle CC, Keating NL, Richardson LC",American Journal of Hematology,2012,2012,https://dx.doi.org/10.1002/ajh.23172,"Abel GA, Friese CR, Neville BA, Wilson KM, Hastings BT, Earle CC, Keating NL, Richardson LC",Hematologic (Blood) Cancers,Journal: American Journal of Hematology (Volume: 87; Issue: 6; Pages: 634 - 636),"Referrals for suspected hematologic malignancy: A survey of primary care physicians.|Abel GA|Friese CR, Neville BA, Wilson KM, Hastings BT, Earle CC, Keating NL, Richardson LC|American Journal of Hematology|87",http://www.ncbi.nlm.nih.gov/pubmed/22473854,3323
Refining the patient navigation role in a colorectal cancer screening program.,"Rohan EA, Slotman B, DeGroff A, Morrissey KG, Murillo J, Schroy P.",Journal of the National Comprehensive Cancer Network,2017,2016,,"Rohan EA, Slotman B, DeGroff A, Morrissey KG, Murillo J, Schroy P.",Colorectal (Colon) Cancer,Journal: Journal of the National Comprehensive Cancer Network (Volume: 14; Issue: 11; Pages: 1371 - 1378),"Refining the patient navigation role in a colorectal cancer screening program.|Rohan EA|Slotman B, DeGroff A, Morrissey KG, Murillo J, Schroy P.|Journal of the National Comprehensive Cancer Network|14",https://www.ncbi.nlm.nih.gov/pubmed/27799508,3324
"Regional differences in cervical cancer incidence among American Indians and Alaska Natives, 1999-2004.","Becker TM, Espey DK, Lawson HW, Saraiya M, Jim MA, Waxman AG.",Cancer,2008,2008,,"Becker TM, Espey DK, Lawson HW, Saraiya M, Jim MA, Waxman AG.",Cervical Cancer,Journal: Cancer (Volume: 113; Issue: S5; Pages: 1234 - 1243),"Regional differences in cervical cancer incidence among American Indians and Alaska Natives, 1999-2004.|Becker TM|Espey DK, Lawson HW, Saraiya M, Jim MA, Waxman AG.|Cancer|113",http://www.ncbi.nlm.nih.gov/pubmed/18720379,3325
"Regional differences in colorectal cancer incidence, stage, and subsite among American Indians and Alaska Natives, 1999-2004.","Perdue DG, Perkins C, Jackson-Thompson J, Coughlin SS, Ahmed F, Haverkamp DS, Jim MA.",Cancer,2008,2008,,"Perdue DG, Perkins C, Jackson-Thompson J, Coughlin SS, Ahmed F, Haverkamp DS, Jim MA.",Colorectal (Colon) Cancer,Journal: Cancer (Volume: 113; Issue: S5; Pages: 1179 - 1190),"Regional differences in colorectal cancer incidence, stage, and subsite among American Indians and Alaska Natives, 1999-2004.|Perdue DG|Perkins C, Jackson-Thompson J, Coughlin SS, Ahmed F, Haverkamp DS, Jim MA.|Cancer|113",http://www.ncbi.nlm.nih.gov/pubmed/18720388,3327
"Regional patterns and trends in cancer mortality among American Indians and Alaska Natives, 1990-2001.","Espey D, Paisano R, Cobb N.",Cancer,2005,2005,,"Espey D, Paisano R, Cobb N.",Health Disparities in Cancer,Journal: Cancer (Volume: 103; Issue: 5; Pages: 1045 - 1053),"Regional patterns and trends in cancer mortality among American Indians and Alaska Natives, 1990-2001.|Espey D|Paisano R, Cobb N.|Cancer|103",http://www.ncbi.nlm.nih.gov/pubmed/15685622,3328
Regional variation in colorectal cancer testing and geographic availability of care in a publicly insured population.,"Wheeler SB, Kuo TM, Goyal RK, Meyer AM, Hassmiller Lich K, Gillen EM, Tyree S, Lewis CL, Crutchfield TM, Martens CE, Tangka F, Richardson LC, Pignone MP.",Health & Place,2014,2014,https://dx.doi.org/10.1016/j.healthplace.2014.07.001,"Wheeler SB, Kuo TM, Goyal RK, Meyer AM, Hassmiller Lich K, Gillen EM, Tyree S, Lewis CL, Crutchfield TM, Martens CE, Tangka F, Richardson LC, Pignone MP.",Colorectal (Colon) Cancer,Journal: Health & Place (Volume: 29C; Issue: ; Pages: 114 - 123),"Regional variation in colorectal cancer testing and geographic availability of care in a publicly insured population.|Wheeler SB|Kuo TM, Goyal RK, Meyer AM, Hassmiller Lich K, Gillen EM, Tyree S, Lewis CL, Crutchfield TM, Martens CE, Tangka F, Richardson LC, Pignone MP.|Health & Place|29C",http://www.ncbi.nlm.nih.gov/pubmed/25063908,3329
"Regional variations in esophageal cancer rates by census region in the United States, 1999–2008.","Drahos J, Wu M, Anderson WF, Trivers KF, King J, Rosenberg PS, Eheman C, Cook MB.",PLoS One,2013,2013,https://dx.doi.org/10.1371/journal.pone.0067913,"Drahos J, Wu M, Anderson WF, Trivers KF, King J, Rosenberg PS, Eheman C, Cook MB.",NPCR,Journal: PLoS One (Volume: 8; Issue: 7; Pages:  - ),"Regional variations in esophageal cancer rates by census region in the United States, 1999–2008.|Drahos J|Wu M, Anderson WF, Trivers KF, King J, Rosenberg PS, Eheman C, Cook MB.|PLoS One|8",http://www.ncbi.nlm.nih.gov/pubmed/23861830,3330
"Regional variations in ovarian cancer incidence in the United States, 1992-1997.","Hall HI, Tung KH, Hotes J, Logan P.",Cancer,2003,2003,,"Hall HI, Tung KH, Hotes J, Logan P.",Gynecologic Cancers,Journal: Cancer (Volume: 97; Issue: Suppl 10; Pages: 270 - 706),"Regional variations in ovarian cancer incidence in the United States, 1992-1997.|Hall HI|Tung KH, Hotes J, Logan P.|Cancer|97",http://www.ncbi.nlm.nih.gov/pubmed/12733135,3331
"Regional, provider, and economic factors associated with the choice of active surveillance in the treatment of men with localized prostate cancer.","Hamilton AS, Wu XC, Lipscomb J, Fleming ST, Lo M, Wang D, Goodman M, Ho A, Owen JB, Rao C, German RR.",Journal of the National Cancer Institute Monographs,2013,2012,https://dx.doi.org/10.1093/jncimonographs/lgs033,"Hamilton AS, Wu XC, Lipscomb J, Fleming ST, Lo M, Wang D, Goodman M, Ho A, Owen JB, Rao C, German RR.",Prostate Cancer,Journal: Journal of the National Cancer Institute Monographs (Volume: 2012; Issue: 45; Pages: 213 - 220),"Regional, provider, and economic factors associated with the choice of active surveillance in the treatment of men with localized prostate cancer.|Hamilton AS|Wu XC, Lipscomb J, Fleming ST, Lo M, Wang D, Goodman M, Ho A, Owen JB, Rao C, German RR.|Journal of the National Cancer Institute Monographs|2012",http://www.ncbi.nlm.nih.gov/pubmed/23271776,3332
"Relation of regimens of combined hormone replacement therapy to lobular, ductal, and other histologic types of breast carcinoma.","Daling JR, Malone KE, Doody DR, Voigt LF, Bernstein L, Coates RJ, Marchbanks PA, Norman SA, Weiss LK, Ursin G, Berlin JA, Burkman RT, Deapen D, Folger SG, McDonald JA, Simon MS, Strom BL, Wingo PA, Spirtas R.",Cancer,2003,2002,,"Daling JR, Malone KE, Doody DR, Voigt LF, Bernstein L, Coates RJ, Marchbanks PA, Norman SA, Weiss LK, Ursin G, Berlin JA, Burkman RT, Deapen D, Folger SG, McDonald JA, Simon MS, Strom BL, Wingo PA, Spirtas R.",Breast Cancer,Journal: Cancer (Volume: 95; Issue: 12; Pages: 245 - 464),"Relation of regimens of combined hormone replacement therapy to lobular, ductal, and other histologic types of breast carcinoma.|Daling JR|Malone KE, Doody DR, Voigt LF, Bernstein L, Coates RJ, Marchbanks PA, Norman SA, Weiss LK, Ursin G, Berlin JA, Burkman RT, Deapen D, Folger SG, McDonald JA, Simon MS, Strom BL, Wingo PA, Spirtas R.|Cancer|95",http://www.ncbi.nlm.nih.gov/pubmed/12467057,3333
"Relative survival after diagnosis with a primary brain or other central nervous system tumor in the National Program of Cancer Registries, 2004 to 2014.","Ostrom QT, Truitt G, Gittleman H, Brat DJ, Kruchko C, Wilson R, Barnholtz-Sloan JS.",Neuro-Oncology Practice,2020,2020,https://dx.doi.org/10.1093/nop/npz059,"Ostrom QT, Truitt G, Gittleman H, Brat DJ, Kruchko C, Wilson R, Barnholtz-Sloan JS.",NPCR,Journal: Neuro-oncology Practice (Volume: 7; Issue: 3; Pages: 306 - 312),"Relative survival after diagnosis with a primary brain or other central nervous system tumor in the National Program of Cancer Registries, 2004 to 2014.|Ostrom QT|Truitt G, Gittleman H, Brat DJ, Kruchko C, Wilson R, Barnholtz-Sloan JS.|Neuro-oncology Practice|7",https://pubmed.ncbi.nlm.nih.gov/32537180/,3334
"Relative survival analysis using the Centers for Disease Control and Prevention's National Program of Cancer Registries surveillance system data, 2000–2007.","Wilson RJ, Ryerson AB, Zhang K, Dong X.",Journal of Registry Management,2014,2014,,"Wilson RJ, Ryerson AB, Zhang K, Dong X.",Cancer Survivorship,Journal: Journal of Registry Management (Volume: 41; Issue: 2; Pages: 71 - 76),"Relative survival analysis using the Centers for Disease Control and Prevention's National Program of Cancer Registries surveillance system data, 2000–2007.|Wilson RJ|Ryerson AB, Zhang K, Dong X.|Journal of Registry Management|41",http://www.ncbi.nlm.nih.gov/pubmed/25153012,3335
Remote patient-provider communication and quality of life: empirical test of a dialogic model of cancer care.,"Chumbler NR, Mkanta WN, Richardson LC, Harris L, Darkins A, Kobb R, Ryan P.",Journal of Telemedicine and Telecare,2007,2007,,"Chumbler NR, Mkanta WN, Richardson LC, Harris L, Darkins A, Kobb R, Ryan P.",Other Research,Journal: Journal of Telemedicine and Telecare (Volume: 13; Issue: 1; Pages: 20 - 25),"Remote patient-provider communication and quality of life: empirical test of a dialogic model of cancer care.|Chumbler NR|Mkanta WN, Richardson LC, Harris L, Darkins A, Kobb R, Ryan P.|Journal of Telemedicine and Telecare|13",http://www.ncbi.nlm.nih.gov/pubmed/17288654,3336
Removing the stress from selecting instruments: arming social workers to take leadership in routine distress screening implementation.,"Rohan EA.,",Journal of Psychosocial Oncology,2013,2012,https://dx.doi.org/10.1080/07347332.2012.721487,"Rohan EA.,",Cancer Survivorship,Journal: Journal of Psychosocial Oncology (Volume: ; Issue: ; Pages:  - ),Removing the stress from selecting instruments: arming social workers to take leadership in routine distress screening implementation.|Rohan EA.||Journal of Psychosocial Oncology|,http://www.ncbi.nlm.nih.gov/pubmed/23101550,3337
Repeat Pap testing and colposcopic biopsies in the underserved.,"Trivers KF, Benard VB, Eheman CR, Royalty JE, Ekwueme DU, Lawson HW.",Obstetrics and Gynecology,2010,2009,,"Trivers KF, Benard VB, Eheman CR, Royalty JE, Ekwueme DU, Lawson HW.",Cervical Cancer,Journal: Obstetrics and Gynecology (Volume: 114; Issue: 5; Pages: 104 - 056),"Repeat Pap testing and colposcopic biopsies in the underserved.|Trivers KF|Benard VB, Eheman CR, Royalty JE, Ekwueme DU, Lawson HW.|Obstetrics and Gynecology|114",http://www.ncbi.nlm.nih.gov/pubmed/20168106,3338
Reply to Colon cancer survival in the U.S. Department of Veterans Affairs by race and stage: 2001 through 2009,"White A, Rim SH, Joseph DA, Johnson CJ, Coleman MP, Allemani C",Cancer,2018,2018,https://dx.doi.org/10.1002/cncr.31523,"White A, Rim SH, Joseph DA, Johnson CJ, Coleman MP, Allemani C",Colorectal (Colon) Cancer,Journal: Cancer (Volume: ; Issue: ; Pages:  - ),"Reply to Colon cancer survival in the U.S. Department of Veterans Affairs by race and stage: 2001 through 2009|White A|Rim SH, Joseph DA, Johnson CJ, Coleman MP, Allemani C|Cancer|",http://www.ncbi.nlm.nih.gov/pubmed/29710371,3339
Reply to: It is not all black and white: Future incidence of stomach cancer will be substantially higher than projected due to the effects of immigration and increasing Hispanic and Asian populations in the United States.,"Weir HK, Weir HK, Thompson TD, Soman A, Møller B, Leadbetter S.",Cancer,2015,2015,https://dx.doi.org/10.1002/cncr.29632,"Weir HK, Weir HK, Thompson TD, Soman A, Møller B, Leadbetter S.",Health Disparities in Cancer,Journal: Cancer (Volume: ; Issue: ; Pages:  - ),"Reply to: It is not all black and white: Future incidence of stomach cancer will be substantially higher than projected due to the effects of immigration and increasing Hispanic and Asian populations in the United States.|Weir HK|Weir HK, Thompson TD, Soman A, Møller B, Leadbetter S.|Cancer|",http://www.ncbi.nlm.nih.gov/pubmed/26280155,3340
Report from the CDC. Pap test intervals used by physicians serving low-income women through the National Breast and Cervical Cancer Early Detection Program.,"Cooper CP, Saraiya M, McLean TA, Hannan J, Liesmann JM, Rose SW, Lawson HW.",Journal of Women's Health,2006,2005,,"Cooper CP, Saraiya M, McLean TA, Hannan J, Liesmann JM, Rose SW, Lawson HW.",Cervical Cancer,Journal: Journal of Women's Health (Volume: 14; Issue: 8; Pages: 670 - 678),"Report from the CDC. Pap test intervals used by physicians serving low-income women through the National Breast and Cervical Cancer Early Detection Program.|Cooper CP|Saraiya M, McLean TA, Hannan J, Liesmann JM, Rose SW, Lawson HW.|Journal of Women's Health|14",http://www.ncbi.nlm.nih.gov/pubmed/16232098,3341
Reported drop in mammography: is this cause for concern?,"Breen N, Cronin KA, Meissner HI, Taplin SH, Tangka FK, Tiro JA, McNeel TS.",Cancer,2007,2007,,"Breen N, Cronin KA, Meissner HI, Taplin SH, Tangka FK, Tiro JA, McNeel TS.",Breast Cancer,Journal: Cancer (Volume: 109; Issue: 12; Pages: 240 - 409),"Reported drop in mammography: is this cause for concern?|Breen N|Cronin KA, Meissner HI, Taplin SH, Tangka FK, Tiro JA, McNeel TS.|Cancer|109",http://www.ncbi.nlm.nih.gov/pubmed/17503429,3342
Reported referral for genetic counseling or BRCA 1/2 testing among United States physicians: a vignette-based study.,"Trivers KF, Baldwin LM, Miller JW, Matthews B, Andrilla CH, Lishner DM, Goff BA.",Cancer,2011,2011,,"Trivers KF, Baldwin LM, Miller JW, Matthews B, Andrilla CH, Lishner DM, Goff BA.",Gynecologic Cancers,Journal: Cancer (Volume: 117; Issue: 23; Pages: 533 - 343),"Reported referral for genetic counseling or BRCA 1/2 testing among United States physicians: a vignette-based study.|Trivers KF|Baldwin LM, Miller JW, Matthews B, Andrilla CH, Lishner DM, Goff BA.|Cancer|117",http://www.ncbi.nlm.nih.gov/pubmed/21792861,3343
Reporting cutaneous melanoma to cancer registries in the United States.,"Hall HI, Jamison PM, Fulton JP, Clutter G, Roffers S, Parrish P.",Journal of the American Academy of Dermatology,2004,2003,,"Hall HI, Jamison PM, Fulton JP, Clutter G, Roffers S, Parrish P.",NPCR,Journal: Journal of the American Academy of Dermatology (Volume: 49; Issue: 4; Pages: 624 - 630),"Reporting cutaneous melanoma to cancer registries in the United States.|Hall HI|Jamison PM, Fulton JP, Clutter G, Roffers S, Parrish P.|Journal of the American Academy of Dermatology|49",http://www.ncbi.nlm.nih.gov/pubmed/14512907,3344
Reproductive history and mortality after breast cancer diagnosis.,"Whiteman MK, Hillis SD, Curtis KM, McDonald JA, Wingo PA, Marchbanks PA.",Obstetrics and Gynecology,2004,2004,,"Whiteman MK, Hillis SD, Curtis KM, McDonald JA, Wingo PA, Marchbanks PA.",Breast Cancer,Journal: Obstetrics and Gynecology (Volume: 104; Issue: 1; Pages: 146 - 154),"Reproductive history and mortality after breast cancer diagnosis.|Whiteman MK|Hillis SD, Curtis KM, McDonald JA, Wingo PA, Marchbanks PA.|Obstetrics and Gynecology|104",http://www.ncbi.nlm.nih.gov/pubmed/15229014,3345
Research and comprehensive cancer control coalitions.,"Vinson C, Porta ML, Todd W, Palafox NA, Wilson KM, Fairley T.",Cancer Causes and Control,2011,2010,,"Vinson C, Porta ML, Todd W, Palafox NA, Wilson KM, Fairley T.",NCCCP,Journal: Cancer Causes and Control (Volume: 21; Issue: 12; Pages: 203 - 040),"Research and comprehensive cancer control coalitions.|Vinson C|Porta ML, Todd W, Palafox NA, Wilson KM, Fairley T.|Cancer Causes and Control|21",http://www.ncbi.nlm.nih.gov/pubmed/21046447,3346
Resource requirements for cancer registration in areas with limited resources: Analysis of cost data from four low- and middle-income countries.,"Tangka FK, Subramanian S, Edwards P, Cole-Beebe M, Parkin DM, Bray F, Joseph R, Mery L, Saraiya M; Cancer registration economic evaluation participants.",Cancer Epidemiology,2017,2016,https://dx.doi.org/10.1016/j.canep.2016.10.009,"Tangka FK, Subramanian S, Edwards P, Cole-Beebe M, Parkin DM, Bray F, Joseph R, Mery L, Saraiya M; Cancer registration economic evaluation participants.",NPCR,Journal: Cancer Epidemiology (Volume: ; Issue: ; Pages:  - ),"Resource requirements for cancer registration in areas with limited resources: Analysis of cost data from four low- and middle-income countries.|Tangka FK|Subramanian S, Edwards P, Cole-Beebe M, Parkin DM, Bray F, Joseph R, Mery L, Saraiya M; Cancer registration economic evaluation participants.|Cancer Epidemiology|",https://www.ncbi.nlm.nih.gov/pubmed/27793574,3347
Response to letter to the editor regarding: 2019 ASCCP risk-based management consensus guidelines for abnormal cervical cancer screening tests and cancer precursors.,"Perkins RB, Guido RL, Castle PE, Chelmow D, Einstein MH, Garcia F, Huh WK, Kim JJ, Moscicki AB, Nayar R, Saraiya M, Sawaya G, Wentzensen N, Schiffman M; 2019 ASCCP Risk-Based Management Consensus Guidelines Committee.",Journal of Lower Genital Tract Disease,2020,2020,https://dx.doi.org/10.1097/LGT.0000000000000562,"Perkins RB, Guido RL, Castle PE, Chelmow D, Einstein MH, Garcia F, Huh WK, Kim JJ, Moscicki AB, Nayar R, Saraiya M, Sawaya G, Wentzensen N, Schiffman M; 2019 ASCCP Risk-Based Management Consensus Guidelines Committee.",Cervical Cancer,Journal: Journal of Lower Genital Tract Disease (Volume: ; Issue: ; Pages:  - ),"Response to letter to the editor regarding: 2019 ASCCP risk-based management consensus guidelines for abnormal cervical cancer screening tests and cancer precursors.|Perkins RB|Guido RL, Castle PE, Chelmow D, Einstein MH, Garcia F, Huh WK, Kim JJ, Moscicki AB, Nayar R, Saraiya M, Sawaya G, Wentzensen N, Schiffman M; 2019 ASCCP Risk-Based Management Consensus Guidelines Committee.|Journal of Lower Genital Tract Disease|",https://pubmed.ncbi.nlm.nih.gov/32732648/,3348
"Response to Vajda et al. Re: ""Improving Knowledge and Awareness of Human Papillomavirus-Associated Gynecologic Cancers: Results from the National Comprehensive Cancer Control Program/Inside Knowledge Collaboration"".","Townsend JS, Puckett M, Gelb CA, Stewart SL.",Journal of Women's Health,2019,2019,https://dx.doi.org/10.1089/jwh.2019.7718,"Townsend JS, Puckett M, Gelb CA, Stewart SL.",Cervical Cancer,Journal: Journal of Women's Health (Volume: 28; Issue: 8; Pages: 117 - 173),"Response to Vajda et al. Re: ""Improving Knowledge and Awareness of Human Papillomavirus-Associated Gynecologic Cancers: Results from the National Comprehensive Cancer Control Program/Inside Knowledge Collaboration"".|Townsend JS|Puckett M, Gelb CA, Stewart SL.|Journal of Women's Health|28",https://www.ncbi.nlm.nih.gov/pubmed/31408423,3349
Risk of breast cancer classified by joint estrogen receptor and progesterone receptor status among women 20-44 years of age.,"Britton JA, Gammon MD, Schoenberg JB, Stanford JL, Coates RJ, Swanson CA, Potischman N, Malone KE, Brogan DJ, Daling JR, Brinton LA.",American Journal of Epidemiology,2002,2002,,"Britton JA, Gammon MD, Schoenberg JB, Stanford JL, Coates RJ, Swanson CA, Potischman N, Malone KE, Brogan DJ, Daling JR, Brinton LA.",Breast Cancer,Journal: American Journal of Epidemiology (Volume: 156; Issue: 6; Pages: 507 - 516),"Risk of breast cancer classified by joint estrogen receptor and progesterone receptor status among women 20-44 years of age.|Britton JA|Gammon MD, Schoenberg JB, Stanford JL, Coates RJ, Swanson CA, Potischman N, Malone KE, Brogan DJ, Daling JR, Brinton LA.|American Journal of Epidemiology|156",http://www.ncbi.nlm.nih.gov/pubmed/12225998,3350
Risk of cancer death by comorbidity severity and use of adjuvant chemotherapy among women with locoregional breast cancer,"Kimmick GG, Li X, Fleming ST, Sabatino SA, Wilson JF, Lipscomb J, Cress R, Bergom C, Anderson RT, Wu XC; Written on behalf of the Centers for Disease Control and Prevention National Program of Cancer Registries Patterns of Care Study Group",Journal of Geriatric Oncology,2018,2018,https://dx.doi.org/10.1016/j.jgo.2017.11.004,"Kimmick GG, Li X, Fleming ST, Sabatino SA, Wilson JF, Lipscomb J, Cress R, Bergom C, Anderson RT, Wu XC; Written on behalf of the Centers for Disease Control and Prevention National Program of Cancer Registries Patterns of Care Study Group",Breast Cancer,Journal: Journal of Geriatric Oncology (Volume: ; Issue: ; Pages:  - ),"Risk of cancer death by comorbidity severity and use of adjuvant chemotherapy among women with locoregional breast cancer|Kimmick GG|Li X, Fleming ST, Sabatino SA, Wilson JF, Lipscomb J, Cress R, Bergom C, Anderson RT, Wu XC; Written on behalf of the Centers for Disease Control and Prevention National Program of Cancer Registries Patterns of Care Study Group|Journal of Geriatric Oncology|",https://www.ncbi.nlm.nih.gov/pubmed/29174187,3351
Risk of cervical cancer associated with extending the interval between cervical-cancer screenings.,"Sawaya GF, McConnell KJ, Kulasingam SL, Lawson HW, Kerlikowske K, Melnikow J, Lee NC, Gildengorin G, Myers ER, Washington AE.",New England Journal of Medicine,2004,2003,,"Sawaya GF, McConnell KJ, Kulasingam SL, Lawson HW, Kerlikowske K, Melnikow J, Lee NC, Gildengorin G, Myers ER, Washington AE.",Cervical Cancer,Journal: New England Journal of Medicine (Volume: 349; Issue: 16; Pages: 150 - 509),"Risk of cervical cancer associated with extending the interval between cervical-cancer screenings.|Sawaya GF|McConnell KJ, Kulasingam SL, Lawson HW, Kerlikowske K, Melnikow J, Lee NC, Gildengorin G, Myers ER, Washington AE.|New England Journal of Medicine|349",http://www.ncbi.nlm.nih.gov/pubmed/14561792,3352
Risk of cervical precancer and cancer among uninsured and underserved women 2009–2017,"Saraiya M, Cheung L, Soman A, Mix J, Kenney K, Chen X, Perkins RB, Schiffman M, Wentzensen N, Miller J",American Journal of Obstetrics and Gynecology,2021,2020,https://dx.doi.org/10.1016/j.ajog.2020.10.001,"Saraiya M, Cheung L, Soman A, Mix J, Kenney K, Chen X, Perkins RB, Schiffman M, Wentzensen N, Miller J",Cervical Cancer,Journal: American Journal of Obstetrics and Gynecology (Volume: ; Issue: ; Pages:  - ),"Risk of cervical precancer and cancer among uninsured and underserved women 2009–2017|Saraiya M|Cheung L, Soman A, Mix J, Kenney K, Chen X, Perkins RB, Schiffman M, Wentzensen N, Miller J|American Journal of Obstetrics and Gynecology|",https://pubmed.ncbi.nlm.nih.gov/33035473/,3353
Risk of clear-cell adenocarcinoma of the vagina and cervix among US women with potential exposure to diethylstilbestrol in utero.,"White MC, Weir HK, Soman AV, Peipins LA, Thompson TD.",Cancer Causes and Control,2022,2022,https://dx.doi.org/10.1007/s10552-022-01598-3,"White MC, Weir HK, Soman AV, Peipins LA, Thompson TD.",Cervical Cancer,Journal: Cancer Causes and Control (Volume: ; Issue: ; Pages:  - ),"Risk of clear-cell adenocarcinoma of the vagina and cervix among US women with potential exposure to diethylstilbestrol in utero.|White MC|Weir HK, Soman AV, Peipins LA, Thompson TD.|Cancer Causes and Control|",https://pubmed.ncbi.nlm.nih.gov/35767133/,3354
Risk-based cervical consensus guidelines: methods to determine management if less than 5 years of data are available.,"Egemen D, Perkins RB, Clarke MA, Guido R, Huh W, Saraiya M, Saslow D, Smith R, Unger ER, Garcia F, Wentzensen N, Cheung LC; Enduring Consensus Cervical Cancer Screening and Management Committee.",Journal of Lower Genital Tract Disease,2022,2022,https://dx.doi.org/10.1097/LGT.0000000000000685,"Egemen D, Perkins RB, Clarke MA, Guido R, Huh W, Saraiya M, Saslow D, Smith R, Unger ER, Garcia F, Wentzensen N, Cheung LC; Enduring Consensus Cervical Cancer Screening and Management Committee.",Cervical Cancer,Journal: Journal of Lower Genital Tract Disease (Volume: 26; Issue: 3; Pages: 195 - 201),"Risk-based cervical consensus guidelines: methods to determine management if less than 5 years of data are available.|Egemen D|Perkins RB, Clarke MA, Guido R, Huh W, Saraiya M, Saslow D, Smith R, Unger ER, Garcia F, Wentzensen N, Cheung LC; Enduring Consensus Cervical Cancer Screening and Management Committee.|Journal of Lower Genital Tract Disease|26",https://pubmed.ncbi.nlm.nih.gov/35763610/,3355
Role of an implementation economics analysis in providing the evidence base for increasing colorectal cancer screening,"Subramanian S, Tangka FKL, Hoover S",Preventive Medicine,2020,2020,https://dx.doi.org/10.5888/pcd17.190407,"Subramanian S, Tangka FKL, Hoover S",Colorectal (Colon) Cancer,Journal: Preventive Medicine (Volume: 17; Issue: E46; Pages:  - ),"Role of an implementation economics analysis in providing the evidence base for increasing colorectal cancer screening|Subramanian S|Tangka FKL, Hoover S|Preventive Medicine|17",https://pmc.ncbi.nlm.nih.gov/articles/PMC7316416/,3356
