Year,Value,Units,Bacteria,Topic,ViewBy,ViewBy2
2014,3240,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2014,25925,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2014,29165,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2014,9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2014,1.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2014,3.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2014,5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2014,8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2014,1.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2014,2.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2014,4.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2014,5.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2014,24.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2014,4.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2014,7.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2014,11.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2014,13.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2014,70.4,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2014,15.9,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2014,6.5,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2015,2.5,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2015,30.4,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2015,0.1,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2015,2600,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2015,22.4,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2015,4.2,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2015,11.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2015,19.5,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2015,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2015,18.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2015,13.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2015,2.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2015,5.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2015,6.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2015,15,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2015,1.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2015,24.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2015,9.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2015,9.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2015,12.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2015,6.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2015,9.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2015,8.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2015,0.24,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2015,0.24,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2015,0.08,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2015,0.16,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2015,0.52,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2015,1.53,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2015,0,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2015,4.14,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2015,1.03,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2015,1.03,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2015,3340,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2015,26160,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2015,29500,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2015,9.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2015,1.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2015,3.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2015,4.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2015,7.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2015,1.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2015,3.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2015,4.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2015,5.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2015,24.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2015,5.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2015,9.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2015,12.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2015,14.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2015,68,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2015,17,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2015,7,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2016,2.4,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2016,30.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2016,0.2,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2016,2727,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2016,22,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2016,4,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2016,12.2,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2016,18.6,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2016,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2016,13.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2016,13.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2016,2.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2016,5.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2016,7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2016,16.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2016,1.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2016,24.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2016,9.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2016,9.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2016,13.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2016,7.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2016,9.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2016,8.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2016,0.48,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2016,0.24,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2016,0.19,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2016,0.4,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2016,0.65,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2016,2.12,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2016,0.04,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2016,3.6,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2016,1.14,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2016,1.14,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2016,3690,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2016,26710,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2016,30400,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2016,8.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2016,1.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2016,3.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2016,4.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2016,8.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2016,2.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2016,3.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2016,4.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2016,5.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2016,24.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2016,5.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2016,9.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2016,12.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2016,14.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2016,65.3,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2016,18.9,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2016,6.3,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2017,2.1,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2017,29.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2017,0.1,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2017,2885,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2017,21.2,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2017,4,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2017,11.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2017,18,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2017,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2017,11.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2017,7.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2017,2.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2017,5.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2017,6.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2017,16.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2017,1.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2017,25.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2017,9.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2017,9.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2017,13.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2017,6.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2017,9.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2017,8.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2017,0.72,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2017,0.48,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2017,0.17,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2017,0.32,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2017,0.44,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2017,1.86,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2017,0.11,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2017,3.74,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2017,1.1,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2017,1.1,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2017,3590,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2017,27410,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2017,31000,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2017,7.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2017,1.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2017,2.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2017,3.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2017,8.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2017,2.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2017,3.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2017,4.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2017,5.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2017,25.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2017,6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2017,9.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2017,12.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2017,14.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2017,69.3,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2017,16.4,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2017,6.9,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2018,1.6,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2018,28.8,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2018,0.1,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2018,2883,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2018,18.6,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2018,3.4,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2018,12,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2018,19.1,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2018,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2018,13.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2018,9.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2018,2.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2018,4.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2018,7.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2018,16.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2018,1.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2018,23.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2018,9.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2018,9.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2018,13.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2018,6.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2018,9.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2018,9.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2018,1,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2018,0.5,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2018,0.1,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2018,0.1,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2018,0.6,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2018,1.9,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2018,0.02,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2018,3.27,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2018,1.1,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2018,1.1,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2018,3480,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2018,27920,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2018,31400,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2018,7.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2018,1.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2018,2.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2018,3.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2018,8.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2018,2.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2018,3.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2018,4.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2018,6.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2018,23.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2018,5.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2018,9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2018,11.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2018,13.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2018,71.4,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2018,14.1,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2018,7.2,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2019,2.2,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2019,29.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2019,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2019,2802,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2019,19.7,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2019,3.6,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2019,12.5,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2019,18.2,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2019,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2019,13.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2019,10.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2019,2.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2019,4.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2019,6.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2019,15.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2019,1.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2019,23.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2019,9.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2019,9.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2019,13.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2019,6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2019,9.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2019,8.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2019,1,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2019,0.49,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2019,0.06,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2019,0.08,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2019,0.54,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2019,1.54,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2019,0.09,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2019,3.27,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2019,0.98,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2019,0.98,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2019,3250,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2019,27050,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2019,30300,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2019,7.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2019,1.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2019,3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2019,3.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2019,8.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2019,2.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2019,3.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2019,4.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2019,5.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2019,23.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2019,5.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2019,9.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2019,12.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2019,14.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2019,72.1,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2019,13,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2019,7,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2020,2.1,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2020,29.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2020,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2020,1545,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2020,19.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2020,3.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2020,12,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2020,20.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2020,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2020,6.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2020,4.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2020,1.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2020,1.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2020,4.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2020,9.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2020,0.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2020,12.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
