Table,Select Setting,Value type,Geography,Select Measure,Levels of Measure,Value,SE,Low 95% CI,High 95% CI,Footnote-Value cell,Footnote-Measure Subscript
2,Adult Day Services Center,Percent,Wyoming,Any employee FTE,LPN/LVN,,,,,*,
2,Adult Day Services Center,Percent,Wyoming,Any employee FTE,Aide,,,,,*,
2,Adult Day Services Center,Percent,Wyoming,Any employee FTE,Social Worker,,,,,*,
2,Adult Day Services Center,Percent,Wyoming,Any employee FTE,Activities director,,,,,*,
2,Adult Day Services Center,Ratio,Wyoming,Employee FTE hours per user per day,Registered nurse,,,,,*,
2,Adult Day Services Center,Ratio,Wyoming,Employee FTE hours per user per day,LPN/LVN,,,,,*,
2,Adult Day Services Center,Ratio,Wyoming,Employee FTE hours per user per day,Aide,,,,,*,
2,Adult Day Services Center,Ratio,Wyoming,Employee FTE hours per user per day,Social Worker,,,,,*,
2,Adult Day Services Center,Ratio,Wyoming,Employee FTE hours per user per day,Activities director,,,,,*,
3,Adult Day Services Center,Percent,Wyoming,Services provided,Social work,,,,,*,
3,Adult Day Services Center,Percent,Wyoming,Services provided,Mental health or counseling,,,,,*,
3,Adult Day Services Center,Percent,Wyoming,Services provided,"Physical, occupational, or speech therapy",,,,,*,
3,Adult Day Services Center,Percent,Wyoming,Services provided,Skilled nursing,,,,,*,
3,Adult Day Services Center,Percent,Wyoming,Services provided,Pharmaceutical,,,,,*,
3,Adult Day Services Center,Percent,Wyoming,Services provided,Hospice,,,,,*,
3,Adult Day Services Center,Percent,Wyoming,Services provided,Dietary and nutritional,,,,,*,
3,Adult Day Services Center,Percent,Wyoming,Dementia care,Specializes in dementia care and only serves users with dementia,,,,,*,
3,Adult Day Services Center,Percent,Wyoming,Dementia care,Specializes in dementia care or has dementia care floor/unit/wing,,,,,*,
4,Adult Day Services Center,Number,Wyoming,Number of users,Number of users,,,,,*,1
4,Adult Day Services Center,Percent,Wyoming,Age,65 and over,,,,,*,
4,Adult Day Services Center,Percent,Wyoming,Age,Under 65,,,,,*,
4,Adult Day Services Center,Percent,Wyoming,Age,65-74,,,,,*,
4,Adult Day Services Center,Percent,Wyoming,Age,75-84,,,,,*,
4,Adult Day Services Center,Percent,Wyoming,Age,85 and over,,,,,*,
4,Adult Day Services Center,Percent,Wyoming,Sex,Male,,,,,*,
4,Adult Day Services Center,Percent,Wyoming,Sex,Female,,,,,*,
4,Adult Day Services Center,Percent,Wyoming,Ethnicity and race,Hispanic,,,,,*,4
4,Adult Day Services Center,Percent,Wyoming,Ethnicity and race,Non-Hispanic White,,,,,*,4
4,Adult Day Services Center,Percent,Wyoming,Ethnicity and race,Non-Hispanic Black,,,,,*,4
4,Adult Day Services Center,Percent,Wyoming,Ethnicity and race,Non-Hispanic Other,,,,,*,4
4,Adult Day Services Center,Percent,Wyoming,Medicaid as payer source,Medicaid as payer source,,,,,*,
4,Adult Day Services Center,Percent,Wyoming,Diagnosis,Alzheimer disease or other dementias,,,,,*,"2,3"
4,Adult Day Services Center,Percent,Wyoming,Diagnosis,Arthritis,,,,,*,"2,3"
4,Adult Day Services Center,Percent,Wyoming,Diagnosis,Asthma,,,,,*,"2,3"
4,Adult Day Services Center,Percent,Wyoming,Diagnosis,Chronic kidney disease,,,,,*,"2,3"
4,Adult Day Services Center,Percent,Wyoming,Diagnosis,Chronic obstructive pulmonary disease,,,,,*,"2,3"
4,Adult Day Services Center,Percent,Wyoming,Diagnosis,Depression,,,,,*,"2,3"
4,Adult Day Services Center,Percent,Wyoming,Diagnosis,Diabetes,,,,,*,"2,3"
4,Adult Day Services Center,Percent,Wyoming,Diagnosis,Heart disease,,,,,*,"2,3"
4,Adult Day Services Center,Percent,Wyoming,Diagnosis,High blood pressure/hypertension,,,,,*,"2,3"
4,Adult Day Services Center,Percent,Wyoming,Diagnosis,Osteoporosis,,,,,*,"2,3"
4,Adult Day Services Center,Percent,Wyoming,Needs assistance in physical functioning,Bathing,,,,,*,
4,Adult Day Services Center,Percent,Wyoming,Needs assistance in physical functioning,Dressing,,,,,*,
4,Adult Day Services Center,Percent,Wyoming,Needs assistance in physical functioning,Toileting,,,,,*,
4,Adult Day Services Center,Percent,Wyoming,Needs assistance in physical functioning,Walking or locomotion,,,,,*,
4,Adult Day Services Center,Percent,Wyoming,Needs assistance in physical functioning,Transferring in and out of a chair/bed,,,,,*,
4,Adult Day Services Center,Percent,Wyoming,Needs assistance in physical functioning,Eating,,,,,*,
4,Adult Day Services Center,Percent,Wyoming,Adverse Event,Overnight hospital stay,,,,,*,2
4,Adult Day Services Center,Percent,Wyoming,Adverse Event,Emergency department visit,,,,,*,2
4,Adult Day Services Center,Percent,Wyoming,Adverse Event,Fall,,,,,*,2
4,Adult Day Services Center,Percent,National,Ethnicity and race,Non-Hispanic other,23.1,1.1,21,25.2,,4
4,Residential Care Community,Percent,National,Ethnicity and race,Non-Hispanic other,4.2,0.4,3.4,4.9,,4
4,Adult Day Services Center,Percent,Alabama,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Alaska,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Arizona,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Arkansas,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,California,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Colorado,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Connecticut,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Delaware,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,District of Columbia,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Florida,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Georgia,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Hawaii,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Idaho,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Illinois,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Indiana,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Iowa,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Kansas,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Kentucky,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Louisiana,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Maine,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Maryland,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Massachusetts,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Michigan,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Minnesota,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Mississippi,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Missouri,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Montana,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Nebraska,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Nevada,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,New Hampshire,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,New Jersey,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,New Mexico,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,New York,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,North Carolina,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,North Dakota,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Ohio,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Oklahoma,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Oregon,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Pennsylvania,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Rhode Island,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,South Carolina,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,South Dakota,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Tennessee,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Texas,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Utah,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Vermont,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Virginia,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Washington,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,West Virginia,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Wisconsin,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Wyoming,Ethnicity and race,Non-Hispanic American Indian or Alaska Native,,,,,---,4
4,Adult Day Services Center,Percent,Alabama,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Alaska,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Arizona,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Arkansas,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,California,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Colorado,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Connecticut,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Delaware,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,District of Columbia,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Washington,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Georgia,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Hawaii,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Idaho,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Illinois,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Indiana,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Iowa,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Kansas,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Kentucky,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Louisiana,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Maine,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Maryland,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Massachusetts,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Michigan,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Minnesota,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Mississippi,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Missouri,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Montana,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Nebraska,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Nevada,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,New Hampshire,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,New Jersey,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,New Mexico,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,New York,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,North Carolina,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,North Dakota,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Ohio,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Oklahoma,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Oregon,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Pennsylvania,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Rhode Island,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,South Carolina,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,South Dakota,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Tennessee,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Texas,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Utah,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Vermont,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Virginia,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Washington,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,West Virginia,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Wisconsin,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Wyoming,Ethnicity and race,Non-Hispanic Asian,,,,,---,4
4,Adult Day Services Center,Percent,Alabama,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Alaska,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Arizona,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Arkansas,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,California,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Colorado,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Connecticut,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Delaware,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,District of Columbia,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Florida,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Georgia,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Hawaii,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Idaho,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Illinois,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Indiana,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Iowa,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Kansas,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Kentucky,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Louisiana,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Maine,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Maryland,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Massachusetts,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Michigan,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Minnesota,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Mississippi,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Missouri,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Montana,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Nebraska,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Nevada,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,New Hampshire,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,New Jersey,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,New Mexico,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,New York,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,North Carolina,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,North Dakota,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Ohio,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Oklahoma,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Oregon,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Pennsylvania,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Rhode Island,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,South Carolina,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,South Dakota,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Tennessee,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Texas,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Utah,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Vermont,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Virginia,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Washington,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,West Virginia,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Wisconsin,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Wyoming,Ethnicity and race,Non-Hispanic Native Hawaiian or other Pacific Islander,,,,,---,4
4,Adult Day Services Center,Percent,Alabama,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Alaska,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Arizona,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Arkansas,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,California,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Colorado,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Connecticut,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Delaware,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,District of Columbia,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Florida,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Georgia,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Hawaii,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Idaho,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Illinois,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Indiana,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Iowa,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Kansas,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Kentucky,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Louisiana,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Maine,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Maryland,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Massachusetts,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Michigan,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Minnesota,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Mississippi,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Missouri,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Montana,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Nebraska,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Nevada,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,New Hampshire,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,New Jersey,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,New Mexico,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,New York,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,North Carolina,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,North Dakota,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Ohio,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Oklahoma,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Oregon,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Pennsylvania,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Rhode Island,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,South Carolina,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,South Dakota,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Tennessee,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Texas,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
4,Adult Day Services Center,Percent,Utah,Ethnicity and race,Non-Hispanic Other race category not in system or two or more races,,,,,---,4
