Data as of,Start Date,End Date,MMWR Week ,Week Ending Date,Jurisdiction of Occurrence,Place Of Death,Age Group,COVID-19 Deaths
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,"Healthcare setting, outpatient or emergency room",85 years and over,20
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,"Healthcare setting, dead on arrival",0-17 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,"Healthcare setting, dead on arrival",18-29 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,"Healthcare setting, dead on arrival",30-39 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,"Healthcare setting, dead on arrival",40-49 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,"Healthcare setting, dead on arrival",50-64 years,1
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,"Healthcare setting, dead on arrival",65-74 years,2
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,"Healthcare setting, dead on arrival",75-84 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,"Healthcare setting, dead on arrival",85 years and over,2
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Decedent's home,0-17 years,1
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Decedent's home,18-29 years,1
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Decedent's home,30-39 years,5
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Decedent's home,40-49 years,23
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Decedent's home,50-64 years,86
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Decedent's home,65-74 years,88
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Decedent's home,75-84 years,136
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Decedent's home,85 years and over,179
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Hospice facility,0-17 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Hospice facility,18-29 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Hospice facility,30-39 years,2
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Hospice facility,40-49 years,3
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Hospice facility,50-64 years,12
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Hospice facility,65-74 years,34
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Hospice facility,75-84 years,61
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Hospice facility,85 years and over,97
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Nursing home/long term care facility,0-17 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Nursing home/long term care facility,18-29 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Nursing home/long term care facility,30-39 years,2
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Nursing home/long term care facility,40-49 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Nursing home/long term care facility,50-64 years,25
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Nursing home/long term care facility,65-74 years,98
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Nursing home/long term care facility,75-84 years,168
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Nursing home/long term care facility,85 years and over,279
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Other,0-17 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Other,18-29 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Other,30-39 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Other,40-49 years,7
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Other,50-64 years,14
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Other,65-74 years,13
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Other,75-84 years,33
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Other,85 years and over,62
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Place of death unknown,0-17 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Place of death unknown,18-29 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Place of death unknown,30-39 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Place of death unknown,40-49 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Place of death unknown,50-64 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Place of death unknown,65-74 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Place of death unknown,75-84 years,0
06/08/2021,03/07/2021,03/13/2021,10,03/13/2021,United States,Place of death unknown,85 years and over,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, inpatient",0-17 years,5
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, inpatient",18-29 years,18
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, inpatient",30-39 years,56
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, inpatient",40-49 years,172
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, inpatient",50-64 years,782
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, inpatient",65-74 years,992
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, inpatient",75-84 years,853
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, inpatient",85 years and over,496
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, outpatient or emergency room",0-17 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, outpatient or emergency room",18-29 years,2
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, outpatient or emergency room",30-39 years,8
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, outpatient or emergency room",40-49 years,11
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, outpatient or emergency room",50-64 years,42
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, outpatient or emergency room",65-74 years,37
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, outpatient or emergency room",75-84 years,36
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, outpatient or emergency room",85 years and over,20
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, dead on arrival",0-17 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, dead on arrival",18-29 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, dead on arrival",30-39 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, dead on arrival",40-49 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, dead on arrival",50-64 years,1
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, dead on arrival",65-74 years,2
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, dead on arrival",75-84 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,"Healthcare setting, dead on arrival",85 years and over,1
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Decedent's home,0-17 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Decedent's home,18-29 years,2
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Decedent's home,30-39 years,4
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Decedent's home,40-49 years,22
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Decedent's home,50-64 years,85
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Decedent's home,65-74 years,90
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Decedent's home,75-84 years,126
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Decedent's home,85 years and over,168
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Hospice facility,0-17 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Hospice facility,18-29 years,1
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Hospice facility,30-39 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Hospice facility,40-49 years,3
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Hospice facility,50-64 years,21
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Hospice facility,65-74 years,35
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Hospice facility,75-84 years,72
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Hospice facility,85 years and over,54
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Nursing home/long term care facility,0-17 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Nursing home/long term care facility,18-29 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Nursing home/long term care facility,30-39 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Nursing home/long term care facility,40-49 years,2
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Nursing home/long term care facility,50-64 years,16
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Nursing home/long term care facility,65-74 years,46
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Nursing home/long term care facility,75-84 years,157
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Nursing home/long term care facility,85 years and over,246
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Other,0-17 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Other,18-29 years,3
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Other,30-39 years,1
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Other,40-49 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Other,50-64 years,10
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Other,65-74 years,9
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Other,75-84 years,21
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Other,85 years and over,34
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Place of death unknown,0-17 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Place of death unknown,18-29 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Place of death unknown,30-39 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Place of death unknown,40-49 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Place of death unknown,50-64 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Place of death unknown,65-74 years,0
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Place of death unknown,75-84 years,1
06/08/2021,03/14/2021,03/20/2021,11,03/20/2021,United States,Place of death unknown,85 years and over,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, inpatient",0-17 years,5
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, inpatient",18-29 years,18
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, inpatient",30-39 years,51
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, inpatient",40-49 years,145
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, inpatient",50-64 years,798
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, inpatient",65-74 years,858
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, inpatient",75-84 years,757
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, inpatient",85 years and over,434
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, outpatient or emergency room",0-17 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, outpatient or emergency room",18-29 years,3
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, outpatient or emergency room",30-39 years,5
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, outpatient or emergency room",40-49 years,14
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, outpatient or emergency room",50-64 years,43
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, outpatient or emergency room",65-74 years,30
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, outpatient or emergency room",75-84 years,32
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, outpatient or emergency room",85 years and over,15
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, dead on arrival",0-17 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, dead on arrival",18-29 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, dead on arrival",30-39 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, dead on arrival",40-49 years,1
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, dead on arrival",50-64 years,5
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, dead on arrival",65-74 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, dead on arrival",75-84 years,2
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,"Healthcare setting, dead on arrival",85 years and over,2
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Decedent's home,0-17 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Decedent's home,18-29 years,1
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Decedent's home,30-39 years,7
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Decedent's home,40-49 years,28
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Decedent's home,50-64 years,86
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Decedent's home,65-74 years,85
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Decedent's home,75-84 years,116
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Decedent's home,85 years and over,139
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Hospice facility,0-17 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Hospice facility,18-29 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Hospice facility,30-39 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Hospice facility,40-49 years,1
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Hospice facility,50-64 years,11
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Hospice facility,65-74 years,33
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Hospice facility,75-84 years,56
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Hospice facility,85 years and over,61
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Nursing home/long term care facility,0-17 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Nursing home/long term care facility,18-29 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Nursing home/long term care facility,30-39 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Nursing home/long term care facility,40-49 years,2
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Nursing home/long term care facility,50-64 years,29
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Nursing home/long term care facility,65-74 years,59
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Nursing home/long term care facility,75-84 years,115
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Nursing home/long term care facility,85 years and over,215
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Other,0-17 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Other,18-29 years,1
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Other,30-39 years,1
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Other,40-49 years,2
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Other,50-64 years,15
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Other,65-74 years,13
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Other,75-84 years,13
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Other,85 years and over,24
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Place of death unknown,0-17 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Place of death unknown,18-29 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Place of death unknown,30-39 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Place of death unknown,40-49 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Place of death unknown,50-64 years,1
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Place of death unknown,65-74 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Place of death unknown,75-84 years,0
06/08/2021,03/21/2021,03/27/2021,12,03/27/2021,United States,Place of death unknown,85 years and over,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, inpatient",0-17 years,4
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, inpatient",18-29 years,21
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, inpatient",30-39 years,52
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, inpatient",40-49 years,130
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, inpatient",50-64 years,682
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, inpatient",65-74 years,856
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, inpatient",75-84 years,686
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, inpatient",85 years and over,433
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, outpatient or emergency room",0-17 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, outpatient or emergency room",18-29 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, outpatient or emergency room",30-39 years,5
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, outpatient or emergency room",40-49 years,14
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, outpatient or emergency room",50-64 years,46
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, outpatient or emergency room",65-74 years,30
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, outpatient or emergency room",75-84 years,30
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, outpatient or emergency room",85 years and over,15
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, dead on arrival",0-17 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, dead on arrival",18-29 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, dead on arrival",30-39 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, dead on arrival",40-49 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, dead on arrival",50-64 years,3
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, dead on arrival",65-74 years,2
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, dead on arrival",75-84 years,2
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,"Healthcare setting, dead on arrival",85 years and over,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Decedent's home,0-17 years,1
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Decedent's home,18-29 years,1
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Decedent's home,30-39 years,8
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Decedent's home,40-49 years,23
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Decedent's home,50-64 years,92
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Decedent's home,65-74 years,94
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Decedent's home,75-84 years,108
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Decedent's home,85 years and over,138
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Hospice facility,0-17 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Hospice facility,18-29 years,1
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Hospice facility,30-39 years,2
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Hospice facility,40-49 years,1
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Hospice facility,50-64 years,10
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Hospice facility,65-74 years,31
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Hospice facility,75-84 years,56
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Hospice facility,85 years and over,53
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Nursing home/long term care facility,0-17 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Nursing home/long term care facility,18-29 years,1
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Nursing home/long term care facility,30-39 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Nursing home/long term care facility,40-49 years,1
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Nursing home/long term care facility,50-64 years,8
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Nursing home/long term care facility,65-74 years,48
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Nursing home/long term care facility,75-84 years,99
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Nursing home/long term care facility,85 years and over,184
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Other,0-17 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Other,18-29 years,1
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Other,30-39 years,3
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Other,40-49 years,4
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Other,50-64 years,10
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Other,65-74 years,15
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Other,75-84 years,20
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Other,85 years and over,31
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Place of death unknown,0-17 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Place of death unknown,18-29 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Place of death unknown,30-39 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Place of death unknown,40-49 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Place of death unknown,50-64 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Place of death unknown,65-74 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Place of death unknown,75-84 years,0
06/08/2021,03/28/2021,04/03/2021,13,04/03/2021,United States,Place of death unknown,85 years and over,0
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, inpatient",0-17 years,3
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, inpatient",18-29 years,16
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, inpatient",30-39 years,61
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, inpatient",40-49 years,170
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, inpatient",50-64 years,779
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, inpatient",65-74 years,840
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, inpatient",75-84 years,689
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, inpatient",85 years and over,402
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, outpatient or emergency room",0-17 years,2
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, outpatient or emergency room",18-29 years,1
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, outpatient or emergency room",30-39 years,5
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, outpatient or emergency room",40-49 years,14
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, outpatient or emergency room",50-64 years,51
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, outpatient or emergency room",65-74 years,26
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, outpatient or emergency room",75-84 years,29
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, outpatient or emergency room",85 years and over,25
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, dead on arrival",0-17 years,0
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, dead on arrival",18-29 years,0
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, dead on arrival",30-39 years,0
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, dead on arrival",40-49 years,0
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, dead on arrival",50-64 years,0
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, dead on arrival",65-74 years,2
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, dead on arrival",75-84 years,1
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,"Healthcare setting, dead on arrival",85 years and over,1
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,Decedent's home,0-17 years,1
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,Decedent's home,18-29 years,6
06/08/2021,04/04/2021,04/10/2021,14,04/10/2021,United States,Decedent's home,30-39 years,9
