Data as of,Date Of Death Year,Date Of Death Month,Region,AgeGroup,RaceEthnicity,"COVID-19 (U071, Multiple Cause of Death)",Sex,Place Of Death,Note1,Note2
09/11/2020,2020,Cumulative February through August,Midwest,All Ages,Non-Hispanic Black,6796,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,Midwest,All Ages,Non-Hispanic White,17163,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,Midwest,All Ages,Other,228,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,Northeast,All Ages,Hispanic,12453,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,Northeast,All Ages,Non-Hispanic American Indian or Alaska Native,46,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,Northeast,All Ages,Non-Hispanic Asian,3822,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,Northeast,All Ages,Non-Hispanic Black,13562,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,Northeast,All Ages,Non-Hispanic White,37248,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,Northeast,All Ages,Other,1158,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,South,All Ages,Hispanic,12768,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,South,All Ages,Non-Hispanic American Indian or Alaska Native,281,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,South,All Ages,Non-Hispanic Asian,1029,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,South,All Ages,Non-Hispanic Black,16098,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,South,All Ages,Non-Hispanic White,26833,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,South,All Ages,Other,237,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,United States,All Ages,Hispanic,37288,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,United States,All Ages,Non-Hispanic American Indian or Alaska Native,1757,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,United States,All Ages,Non-Hispanic Asian,7633,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,United States,All Ages,Non-Hispanic Black,38001,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,United States,All Ages,Non-Hispanic White,91358,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,United States,All Ages,Other,2033,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,West,All Ages,Hispanic,9579,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,West,All Ages,Non-Hispanic American Indian or Alaska Native,1284,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,West,All Ages,Non-Hispanic Asian,2085,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,West,All Ages,Non-Hispanic Black,1545,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,West,All Ages,Non-Hispanic White,10114,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,Cumulative February through August,West,All Ages,Other,410,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Midwest,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Midwest,18-29 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Midwest,30-39 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Midwest,40-49 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Midwest,5-17 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Midwest,50-64 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,Midwest,65-74 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Midwest,75-84 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Midwest,85+ years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Midwest,Under 1 year,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Midwest,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Northeast,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Northeast,18-29 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Northeast,30-39 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,Northeast,40-49 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Northeast,5-17 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Northeast,50-64 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Northeast,65-74 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Northeast,75-84 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,Northeast,85+ years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,Northeast,Under 1 year,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,Northeast,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,South,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,South,18-29 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,South,30-39 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,South,40-49 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,South,5-17 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,South,50-64 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,South,65-74 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,South,75-84 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,South,85+ years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,South,Under 1 year,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,South,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,United States,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,United States,18-29 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,United States,30-39 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,United States,40-49 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,United States,5-17 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,United States,50-64 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,United States,65-74 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,United States,75-84 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,United States,85+ years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,United States,Under 1 year,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,United States,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,18-29 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,30-39 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,40-49 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,5-17 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,50-64 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,West,65-74 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,West,75-84 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,West,85+ years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,West,Under 1 year,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,18-29 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,Midwest,30-39 years,All Race/Ethnicity Groups,24,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,40-49 years,All Race/Ethnicity Groups,58,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,5-17 years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,50-64 years,All Race/Ethnicity Groups,222,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,65-74 years,All Race/Ethnicity Groups,256,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,75-84 years,All Race/Ethnicity Groups,260,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,85+ years,All Race/Ethnicity Groups,214,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,Midwest,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,1-4 Years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,Northeast,18-29 years,All Race/Ethnicity Groups,24,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,30-39 years,All Race/Ethnicity Groups,90,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,40-49 years,All Race/Ethnicity Groups,180,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,5,South,65 years and older,Hispanic,729,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,50-64 years,All Race/Ethnicity Groups,750,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,65-74 years,All Race/Ethnicity Groups,848,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,75-84 years,All Race/Ethnicity Groups,1012,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,85+ years,All Race/Ethnicity Groups,994,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Northeast,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,Northeast,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,18-29 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,30-39 years,All Race/Ethnicity Groups,25,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,40-49 years,All Race/Ethnicity Groups,71,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,50-64 years,All Race/Ethnicity Groups,251,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,65-74 years,All Race/Ethnicity Groups,320,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,75-84 years,All Race/Ethnicity Groups,342,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,85+ years,All Race/Ethnicity Groups,247,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,South,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,South,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,United States,1-4 Years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,United States,18-29 years,All Race/Ethnicity Groups,44,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,United States,30-39 years,All Race/Ethnicity Groups,159,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,United States,40-49 years,All Race/Ethnicity Groups,336,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,United States,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,United States,50-64 years,All Race/Ethnicity Groups,1340,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,United States,65-74 years,All Race/Ethnicity Groups,1599,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,United States,75-84 years,All Race/Ethnicity Groups,1849,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,United States,85+ years,All Race/Ethnicity Groups,1677,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,United States,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,United States,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,18-29 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,30-39 years,All Race/Ethnicity Groups,20,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,40-49 years,All Race/Ethnicity Groups,27,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,3,West,50-64 years,All Race/Ethnicity Groups,117,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,65-74 years,All Race/Ethnicity Groups,175,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,75-84 years,All Race/Ethnicity Groups,235,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,85+ years,All Race/Ethnicity Groups,222,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,Under 1 year,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,West,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Midwest,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Midwest,18-29 years,All Race/Ethnicity Groups,36,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Midwest,30-39 years,All Race/Ethnicity Groups,94,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Midwest,40-49 years,All Race/Ethnicity Groups,258,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Midwest,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,4,Midwest,50-64 years,All Race/Ethnicity Groups,1413,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Midwest,65-74 years,All Race/Ethnicity Groups,2191,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Midwest,75-84 years,All Race/Ethnicity Groups,2699,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Midwest,85+ years,All Race/Ethnicity Groups,3108,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Midwest,Under 1 year,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Midwest,Unknown Age,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Northeast,1-4 Years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,4,Northeast,18-29 years,All Race/Ethnicity Groups,128,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Northeast,30-39 years,All Race/Ethnicity Groups,427,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Northeast,40-49 years,All Race/Ethnicity Groups,1187,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Northeast,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,4,Northeast,50-64 years,All Race/Ethnicity Groups,6291,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Northeast,65-74 years,All Race/Ethnicity Groups,8472,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Northeast,75-84 years,All Race/Ethnicity Groups,10967,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Northeast,85+ years,All Race/Ethnicity Groups,13660,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,Northeast,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,4,Northeast,Unknown Age,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,4,South,1-4 Years,All Race/Ethnicity Groups,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,South,18-29 years,All Race/Ethnicity Groups,42,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,South,30-39 years,All Race/Ethnicity Groups,122,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,South,40-49 years,All Race/Ethnicity Groups,280,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,South,5-17 years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,4,South,50-64 years,All Race/Ethnicity Groups,1481,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,South,65-74 years,All Race/Ethnicity Groups,2089,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,South,75-84 years,All Race/Ethnicity Groups,2669,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,South,85+ years,All Race/Ethnicity Groups,2700,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,South,Under 1 year,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,4,South,Unknown Age,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,4,United States,1-4 Years,All Race/Ethnicity Groups,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,4,United States,18-29 years,All Race/Ethnicity Groups,226,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,United States,30-39 years,All Race/Ethnicity Groups,706,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,United States,40-49 years,All Race/Ethnicity Groups,1872,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,United States,5-17 years,All Race/Ethnicity Groups,11,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,United States,50-64 years,All Race/Ethnicity Groups,9800,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,United States,65-74 years,All Race/Ethnicity Groups,13639,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,4,United States,75-84 years,All Race/Ethnicity Groups,17520,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
